"groups","est_dG"
"-CH2- : 2 | -CH3 : 1 | primary -Cl : 1 | Origin : 1",-12.11
"-CH3 : 1 | -CH2- : 1 | primary -Cl : 1 | >CH- : 1 | secondary -Cl : 1 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-16.93
"-CH2- : 3 | primary -Cl : 2 | Origin : 1",-18.54
"-CH2- : 2 | primary -Cl : 2 | >CH- : 1 | secondary -Cl : 1 | Origin : 1 | BinaryVicinalCl : 2 | DistinctVicinalCl : 2",-21.44
"-CH3 : 2 | -CH2- : 2 | Origin : 1 | Hydrocarbon : 1",-0.38
"-CH2- : 3 | -CH3 : 1 | primary -Cl : 1 | Origin : 1",-10.49
"-CH2- : 1 | -CH3 : 2 | >CH- : 1 | secondary -Cl : 1 | Origin : 1",-10.8
"-CH2- : 3 | -CH3 : 2 | Origin : 1 | Hydrocarbon : 1",1.24
"-CH2- : 4 | -CH3 : 1 | primary -Cl : 1 | Origin : 1",-8.87
"=CH2 : 2 | Origin : 1 | Hydrocarbon : 1",17.42
"=CH2 : 1 | =CH- : 1 | secondary -Cl : 1 | Origin : 1",9.47
"=CH- : 2 | secondary -Cl : 2 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",7.12
"=CH- : 2 | secondary -Cl : 2 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",7.12
"secondary Cl2 : 2 | =CH2 : 1 | =C< : 1 | Origin : 1",8.21
"=CH- : 1 | secondary -Cl : 1 | secondary Cl2 : 2 | =C< : 1 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",5.86
"secondary Cl2 : 4 | =C< : 2 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 2",6.52
"aromatic ring =CH- : 5 | aromatic ring =C< : 1 | tertiary -Cl : 1 | Origin : 1",24.22
"aromatic ring =CH- : 4 | aromatic ring =C< : 2 | tertiary -Cl : 2 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",20.78
"aromatic ring =C< : 2 | tertiary -Cl : 2 | aromatic ring =CH- : 4 | Origin : 1",18.86
"aromatic ring =C< : 2 | tertiary -Cl : 2 | aromatic ring =CH- : 4 | Origin : 1",18.86
"aromatic ring =CH- : 3 | aromatic ring =C< : 3 | tertiary -Cl : 3 | Origin : 1 | BinaryVicinalCl : 2 | DistinctVicinalCl : 2",17.34
"aromatic ring =C< : 3 | tertiary -Cl : 3 | aromatic ring =CH- : 3 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",15.42
"aromatic ring =C< : 3 | tertiary -Cl : 3 | aromatic ring =CH- : 3 | Origin : 1",13.5
"aromatic ring =CH- : 2 | aromatic ring =C< : 4 | tertiary -Cl : 4 | Origin : 1 | BinaryVicinalCl : 3 | DistinctVicinalCl : 3",13.9
"aromatic ring =C< : 4 | tertiary -Cl : 4 | aromatic ring =CH- : 2 | Origin : 1 | BinaryVicinalCl : 2 | DistinctVicinalCl : 2",11.98
"aromatic ring =C< : 4 | tertiary -Cl : 4 | aromatic ring =CH- : 2 | Origin : 1 | BinaryVicinalCl : 2 | DistinctVicinalCl : 2",11.98
"aromatic ring =CH- : 1 | aromatic ring =C< : 5 | tertiary -Cl : 5 | Origin : 1 | BinaryVicinalCl : 4 | DistinctVicinalCl : 4",10.46
"aromatic ring =C< : 6 | tertiary -Cl : 6 | Origin : 1 | BinaryVicinalCl : 6 | DistinctVicinalCl : 6",8.94
"aromatic ring =CH- : 4 | aromatic ring =C< : 2 | -COO : 1 | tertiary -Cl : 1 | Origin : 1 | OCCC : 1",-58.41
"aromatic ring =CH- : 4 | aromatic ring =C< : 2 | -COO : 1 | tertiary -Cl : 1 | Origin : 1 | OCCC : 1",-58.41
"aromatic ring =C< : 2 | -COO : 1 | aromatic ring =CH- : 4 | tertiary -Cl : 1 | Origin : 1 | OCCC : 1",-58.41
"aromatic ring =CH- : 3 | aromatic ring =C< : 3 | -COO : 1 | tertiary -Cl : 2 | Origin : 1 | OCCC : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-61.85
"aromatic ring =C< : 3 | -COO : 1 | aromatic ring =CH- : 3 | tertiary -Cl : 2 | Origin : 1 | OCCC : 1",-63.77
"aromatic ring =CH- : 3 | aromatic ring =C< : 3 | -COO : 1 | tertiary -Cl : 2 | Origin : 1 | OCCC : 1",-63.77
"aromatic ring =C< : 3 | -COO : 1 | aromatic ring =CH- : 3 | tertiary -Cl : 2 | Origin : 1 | OCCC : 1",-63.77
"aromatic ring =CH- : 3 | aromatic ring =C< : 3 | -COO : 1 | tertiary -Cl : 2 | Origin : 1 | OCCC : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-61.85
"aromatic ring =CH- : 3 | aromatic ring =C< : 3 | -COO : 1 | tertiary -Cl : 2 | Origin : 1 | OCCC : 1",-63.77
"aromatic ring =CH- : 2 | aromatic ring =C< : 4 | -COO : 1 | tertiary -Cl : 3 | Origin : 1 | OCCC : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-67.21
"aromatic ring =CH- : 2 | aromatic ring =C< : 4 | -COO : 1 | tertiary -Cl : 3 | Origin : 1 | OCCC : 1 | BinaryVicinalCl : 2 | DistinctVicinalCl : 2",-65.29
"aromatic ring =C< : 2 | -COO : 1 | aromatic ring =CH- : 4 | aromatic -Br : 1 | Origin : 1 | OCCC : 1",-48.53
"aromatic ring =C< : 2 | -COO : 1 | aromatic ring =CH- : 4 | aromatic -Br : 1 | Origin : 1 | OCCC : 1",-48.53
"aromatic ring =C< : 2 | -COO : 1 | aromatic ring =CH- : 4 | aromatic -Br : 1 | Origin : 1 | OCCC : 1",-48.53
"aromatic ring =C< : 2 | -COO : 1 | aromatic ring =CH- : 4 | aromatic -F : 1 | Origin : 1 | OCCC : 1",-94.03
"aromatic ring =C< : 2 | -COO : 1 | aromatic ring =CH- : 4 | aromatic -F : 1 | Origin : 1 | OCCC : 1",-94.03
"aromatic ring =C< : 2 | -COO : 1 | aromatic ring =CH- : 4 | aromatic -F : 1 | Origin : 1 | OCCC : 1",-94.03
"aromatic ring =C< : 2 | -COO : 1 | aromatic ring =CH- : 4 | aromatic -I : 1 | Origin : 1 | OCCC : 1",-34.43
"aromatic ring =C< : 2 | -COO : 1 | aromatic ring =CH- : 4 | aromatic -I : 1 | Origin : 1 | OCCC : 1",-34.43
"aromatic ring =C< : 2 | -COO : 1 | aromatic ring =CH- : 4 | aromatic -I : 1 | Origin : 1 | OCCC : 1",-34.43
"aromatic ring =C< : 3 | -COO : 1 | aromatic ring =CH- : 3 | tertiary -Cl : 1 | -NH2 : 1 | Origin : 1 | OCCC : 1",-54.35
"aromatic ring =C< : 3 | -COO : 1 | aromatic ring =CH- : 3 | tertiary -Cl : 1 | -OH : 1 | Origin : 1 | OCCC : 1",-97.89
"aromatic ring =C< : 3 | -COO : 1 | aromatic ring =CH- : 3 | tertiary -Cl : 1 | -CH3 : 1 | Origin : 1 | OCCC : 1",-60.04
"aromatic ring =CH- : 4 | aromatic ring =C< : 2 | -OH : 1 | tertiary -Cl : 1 | Origin : 1",-15.26
"aromatic ring =C< : 2 | -OH : 1 | aromatic ring =CH- : 4 | tertiary -Cl : 1 | Origin : 1",-15.26
"aromatic ring =C< : 2 | -OH : 1 | aromatic ring =CH- : 4 | tertiary -Cl : 1 | Origin : 1",-15.26
"aromatic ring =CH- : 3 | aromatic ring =C< : 3 | -OH : 1 | tertiary -Cl : 2 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-18.7
"aromatic ring =C< : 3 | -OH : 1 | tertiary -Cl : 2 | aromatic ring =CH- : 3 | Origin : 1",-20.62
"aromatic ring =C< : 3 | -OH : 1 | aromatic ring =CH- : 3 | tertiary -Cl : 2 | Origin : 1",-20.62
"aromatic ring =C< : 3 | tertiary -Cl : 2 | aromatic ring =CH- : 3 | -Oneg : 1 | Origin : 1",-11.92
"aromatic ring =C< : 3 | -OH : 1 | aromatic ring =CH- : 3 | tertiary -Cl : 2 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-18.7
"aromatic ring =C< : 3 | -OH : 1 | aromatic ring =CH- : 3 | tertiary -Cl : 2 | Origin : 1",-20.62
"aromatic ring =CH- : 2 | aromatic ring =C< : 4 | -OH : 1 | tertiary -Cl : 3 | Origin : 1 | BinaryVicinalCl : 2 | DistinctVicinalCl : 2",-22.14
"aromatic ring =C< : 4 | -OH : 1 | aromatic ring =CH- : 2 | tertiary -Cl : 3 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-24.06
"aromatic ring =C< : 4 | tertiary -Cl : 3 | aromatic ring =CH- : 2 | -Oneg : 1 | Origin : 1",-17.28
"aromatic ring =C< : 4 | -OH : 1 | aromatic ring =CH- : 2 | tertiary -Cl : 3 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-24.06
"aromatic ring =C< : 4 | tertiary -Cl : 3 | aromatic ring =CH- : 2 | -Oneg : 1 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-15.36
"aromatic ring =C< : 4 | -OH : 1 | aromatic ring =CH- : 2 | tertiary -Cl : 3 | Origin : 1 | BinaryVicinalCl : 2 | DistinctVicinalCl : 2",-22.14
"aromatic ring =CH- : 1 | aromatic ring =C< : 5 | -OH : 1 | tertiary -Cl : 4 | Origin : 1 | BinaryVicinalCl : 3 | DistinctVicinalCl : 3",-25.58
"aromatic ring =C< : 5 | tertiary -Cl : 4 | aromatic ring =CH- : 1 | -Oneg : 1 | Origin : 1 | BinaryVicinalCl : 2 | DistinctVicinalCl : 2",-18.8
"aromatic ring =C< : 5 | tertiary -Cl : 4 | aromatic ring =CH- : 1 | -Oneg : 1 | Origin : 1 | BinaryVicinalCl : 2 | DistinctVicinalCl : 2",-18.8
"aromatic ring =C< : 6 | tertiary -Cl : 5 | -Oneg : 1 | Origin : 1 | BinaryVicinalCl : 4 | DistinctVicinalCl : 4",-20.32
"-SO3 : 1 | -CH2- : 2 | -SH : 1 | Origin : 1",-121.26
"-SO3 : 1 | -CH2- : 2 | -S- : 1 | -CH3 : 1 | Origin : 1",-115.39
"-CH3 : 1 | -SH : 1 | Origin : 1",-4.39
"two fused rings >C= : 2 | ring -NH- : 3 | ring >C=O : 1 | ring =N- : 1 | ring -CH< : 6 | ring =C< : 1 | >CH- : 6 | -NH2 : 1 | -NH- : 2 | -CH3 : 2 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH2- : 7 | -OH : 5 | -O- : 1 | ring -O- : 1 | -OPO3- : 1 | >C=O : 1 | -COO : 3 | amide : 2 | Origin : 1 | OCCC : 1 | CCNC : 1",-651.22
"two fused rings >C= : 2 | ring -NH- : 2 | ring =N- : 1 | ring -N< : 1 | ring >C=O : 1 | ring -CH< : 6 | ring =C< : 1 | -CH3 : 3 | -NH2 : 1 | >CH- : 6 | -NH- : 2 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH2- : 7 | -OH : 5 | -O- : 1 | ring -O- : 1 | -OPO3- : 1 | >C=O : 1 | -COO : 3 | amide : 2 | Origin : 1 | OCCC : 1 | CCNC : 1",-638.95
"ring =C< : 2 | ring =CH- : 2 | -CH2- : 12 | -O- : 1 | ring -O- : 1 | aromatic ring =C< : 2 | -NH3 : 1 | aromatic ring =CH- : 4 | >C=O : 3 | >CH- : 4 | -COO : 5 | amide : 3 | -NH- : 3 | Origin : 1 | heteroaromatic : 1",-466.4
"ring =C< : 2 | ring =CH- : 2 | -CH2- : 12 | ring -O- : 1 | -O- : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH=O : 1 | >C=O : 3 | >CH- : 4 | -COO : 5 | amide : 4 | -NH- : 4 | Origin : 1 | heteroaromatic : 1",-494.35
"two fused rings >C= : 2 | ring -NH- : 3 | ring >C=O : 1 | ring =N- : 1 | ring -CH< : 6 | ring =C< : 1 | >CH- : 5 | -NH2 : 1 | -NH- : 1 | -CH3 : 2 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH2- : 5 | -OH : 5 | -O- : 1 | ring -O- : 1 | -OPO3- : 1 | -COO : 2 | amide : 1 | Origin : 1 | OCCC : 1 | CCNC : 1",-544.24
"two fused rings >C= : 2 | ring -NH- : 2 | ring =N- : 1 | ring >C=O : 1 | ring -CH< : 6 | ring =C< : 1 | -CH=O : 1 | -CH3 : 2 | -NH2 : 1 | >CH- : 5 | -NH- : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH2- : 5 | -OH : 5 | -O- : 1 | ring -O- : 1 | -OPO3- : 1 | -COO : 2 | amide : 2 | ring -N< : 1 | Origin : 1 | OCCC : 1 | CCNC : 1",-573.02
"dbl sgl ring =N< : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH2- : 5 | >CH- : 4 | -OH : 5 | -O- : 1 | ring -CH< : 6 | ring -O- : 1 | -OPO3- : 1 | -COO : 2 | two fused rings >C= : 2 | ring -NH- : 2 | ring =N- : 1 | two fused rings -N< : 1 | ring >C=O : 1 | ring =C< : 1 | two fused rings >CH- : 1 | ring =CH- : 1 | -CH3 : 2 | -NH2 : 1 | amide : 1 | Origin : 1 | OCCC : 1 | CCNC : 2",-529.04
"ring -N< : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH2- : 5 | >CH- : 4 | -OH : 5 | -O- : 1 | ring -CH< : 6 | ring -O- : 1 | -OPO3- : 1 | -COO : 2 | two fused rings >C= : 2 | ring -NH- : 2 | ring =N- : 1 | two fused rings -N< : 1 | ring >C=O : 1 | ring =C< : 1 | two fused rings >CH- : 1 | ring -CH2- : 1 | -CH3 : 2 | -NH2 : 1 | amide : 1 | Origin : 1 | OCCC : 1 | CCNC : 1",-525.72
"aromatic ring =CH- : 3 | aromatic ring =C< : 1 | aromatic ring fused to nonaromatic ring >C=  : 2 | ring -N< : 1 | ring =CH- : 1 | two fused rings >C= : 2 | ring =N- : 1 | ring >C=O : 2 | -OH : 4 | -CH2- : 6 | >CH- : 6 | -OPO3- : 1 | >C=O : 2 | -CH3 : 1 | -COO : 3 | amide : 3 | ring -NH- : 1 | -NH- : 2 | Origin : 1 | OCCC : 1 | OCNC : 1 | CCCN : 1 | CCCC : 1",-653.72
"aromatic ring =CH- : 3 | aromatic ring =C< : 1 | aromatic ring fused to nonaromatic ring >C=  : 2 | ring -N< : 1 | ring -CH2- : 1 | two fused rings >C= : 2 | ring >C=O : 2 | -OH : 4 | -CH2- : 6 | >CH- : 6 | -OPO3- : 1 | >C=O : 2 | -CH3 : 1 | -COO : 3 | amide : 4 | ring -NH- : 2 | -NH- : 2 | Origin : 1 | OCCC : 1",-661.18
"two fused rings >C= : 2 | ring -NH- : 2 | ring =N- : 1 | ring -N< : 1 | ring >C=O : 1 | ring -CH< : 6 | ring =C< : 1 | -CH3 : 3 | -NH2 : 1 | >CH- : 5 | -NH- : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH2- : 5 | -OH : 5 | -O- : 1 | ring -O- : 1 | -OPO3- : 1 | -COO : 2 | amide : 1 | Origin : 1 | OCCC : 1 | CCNC : 1",-531.97
"ring -N< : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH2- : 7 | >CH- : 5 | -OH : 5 | -O- : 1 | ring -CH< : 6 | ring -O- : 1 | -OPO3- : 1 | >C=O : 1 | -COO : 3 | two fused rings >C= : 2 | ring -NH- : 2 | ring =N- : 1 | two fused rings -N< : 1 | ring >C=O : 1 | ring =C< : 1 | two fused rings >CH- : 1 | ring -CH2- : 1 | -CH3 : 2 | -NH2 : 1 | amide : 2 | -NH- : 1 | Origin : 1 | OCCC : 1 | CCNC : 1",-632.7
"dbl sgl ring =N< : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH2- : 7 | >CH- : 5 | -OH : 5 | -O- : 1 | ring -CH< : 6 | ring -O- : 1 | -OPO3- : 1 | >C=O : 1 | -COO : 3 | two fused rings >C= : 2 | ring -NH- : 2 | ring =N- : 1 | two fused rings -N< : 1 | ring >C=O : 1 | ring =C< : 1 | two fused rings >CH- : 1 | ring =CH- : 1 | -CH3 : 2 | -NH2 : 1 | amide : 2 | -NH- : 1 | Origin : 1 | OCCC : 1 | CCNC : 2",-636.02
"two fused rings >C= : 2 | ring -NH- : 2 | ring =N- : 1 | ring >C=O : 1 | ring -CH< : 6 | ring =C< : 1 | -CH=O : 1 | -CH3 : 2 | -NH2 : 1 | >CH- : 6 | -NH- : 2 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -CH2- : 7 | -OH : 5 | -O- : 1 | ring -O- : 1 | -OPO3- : 1 | >C=O : 1 | -COO : 3 | amide : 3 | ring -N< : 1 | Origin : 1 | OCCC : 1 | CCNC : 1",-680
">C=O : 1 | -CH3 : 1 | >CH- : 2 | -OPO3 : 1 | -COO : 1 | -CH2- : 6 | -SH : 1 | amide : 1 | -NH- : 1 | Origin : 1",-353.81
">C=O : 1 | -CH3 : 1 | >CH- : 2 | -OPO3 : 1 | -COO : 1 | -CH2- : 8 | -S-S- : 1 | -SO3 : 1 | amide : 1 | -NH- : 1 | Origin : 1",-467.89
"ring -CH< : 10 | -O- : 1 | ring -O- : 2 | -CH2- : 2 | -OH : 8 | Origin : 1",-376.76
"ring -CH< : 10 | -CH2- : 2 | -OH : 8 | ring -O- : 2 | -O- : 1 | Origin : 1",-376.76
"electron : 1","None"
"two fused rings >CH- : 4 | ring -CH2- : 9 | two fused rings >C< : 2 | -CH3 : 2 | ring -CH< : 1 | -OH : 1 | ring >C=O : 1 | Origin : 1",-42.82
"ring -N< : 1 | two fused rings >C= : 2 | ring -CH< : 8 | ring =CH- : 6 | ring =N- : 3 | ring -O- : 2 | ring =C< : 2 | -OH : 4 | -NH2 : 1 | -CH2- : 2 | -OPO3- : 1 | -OPO2- : 1 | dbl sgl ring =N< : 1 | >C=O : 1 | -CH3 : 1 | Origin : 1 | OCCC : 1 | heteroaromatic : 3",-520.98
"ring -N< : 2 | two fused rings >C= : 2 | ring -CH< : 8 | ring =CH- : 5 | ring =N- : 3 | ring -O- : 2 | ring =C< : 2 | -OH : 4 | -NH2 : 1 | -CH2- : 2 | -OPO3- : 1 | -OPO2- : 1 | ring -CH2- : 1 | >C=O : 1 | -CH3 : 1 | Origin : 1 | OCCC : 1 | heteroaromatic : 2",-515.71
"ring -N< : 1 | two fused rings >C= : 2 | ring -CH< : 8 | ring =CH- : 6 | ring =N- : 3 | ring -O- : 2 | ring =C< : 2 | -OH : 4 | -NH2 : 1 | -CH2- : 2 | -OPO3- : 1 | -OPO2- : 1 | dbl sgl ring =N< : 1 | -COO : 1 | Origin : 1 | OCCC : 1 | heteroaromatic : 3",-572.03
"ring -N< : 2 | two fused rings >C= : 2 | ring -CH< : 8 | ring =CH- : 5 | ring =N- : 3 | ring -O- : 2 | ring =C< : 2 | -OH : 4 | -NH2 : 1 | -CH2- : 2 | -OPO3- : 1 | -OPO2- : 1 | ring -CH2- : 1 | -COO : 1 | Origin : 1 | OCCC : 1 | heteroaromatic : 2",-566.76
"ring -N< : 1 | two fused rings >C= : 2 | ring -CH< : 8 | ring =CH- : 6 | ring =N- : 3 | ring -O- : 2 | ring =C< : 2 | -OH : 4 | -NH2 : 2 | -CH2- : 2 | -OPO3- : 1 | -OPO2- : 1 | dbl sgl ring =N< : 1 | =C< : 1 | WdblS : 1 | Origin : 1 | heteroaromatic : 3","None"
"ring -N< : 2 | two fused rings >C= : 2 | ring -CH< : 8 | ring =CH- : 5 | ring =N- : 3 | ring -O- : 2 | ring =C< : 2 | -OH : 4 | -NH2 : 2 | -CH2- : 2 | -OPO3- : 1 | -OPO2- : 1 | ring -CH2- : 1 | =C< : 1 | WdblS : 1 | Origin : 1 | heteroaromatic : 2","None"
"aromatic ring =CH- : 5 | aromatic ring =C< : 1 | -CH2- : 2 | >C=O : 1 | -CH3 : 2 | >CH- : 1 | -O-CO- : 1 | amide : 1 | -NH- : 1 | Origin : 1",-74.88
"ring -CH< : 15 | -O- : 2 | ring -O- : 3 | -CH2- : 3 | -OH : 11 | Origin : 1",-535.24
"ring -O- : 2 | ring -CH< : 8 | -O- : 1 | -OH : 8 | ring >C< : 1 | -CH2- : 3 | Origin : 1",-377.65
