"ENTRY","DELTAG","UNCERTAINTY","CHARGE","REASON ENERGY COULD NOT BE ESTIMATED"
"C13572","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13573","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13574","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13575","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13577","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13578","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13579","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13580","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13581","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13582","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13583","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13584","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13585","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13586","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13587","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C13588","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C13589","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13590","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13591","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13592","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13593","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13594","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13595","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13596","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13597","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13598","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13599","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13600","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13601","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13602","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13603","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13604","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13605","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13606","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13607","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13608","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13609","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13610","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C13611","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13612","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C13613","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C13614","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13615","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13616","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13617","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13618","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13619","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13620",19.54,5.97,-2,
"C13621",6.32,4.54,-1,
"C13622",-6.9,3.29,0,
"C13623",-11.42,2.29,0,
"C13624",-15.94,1.75,0,
"C13625",3.43,1.87,0,
"C13626",-55.42,1.93,0,
"C13627","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13628",-36.64,1.6,0,
"C13629",-52.17,1.76,0,
"C13630",-7.38,3.07,0,
"C13631",-52.17,1.76,0,
"C13632",-0.55,1.96,0,
"C13633",-95.39,1.74,-1,
"C13634",-88.4,1.8,0,
"C13635",-77.71,0.94,0,
"C13636",-86.83,0.96,0,
"C13637",-9.91,0.87,0,
"C13638",-47.95,0.9,0,
"C13639","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13640","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13641","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13642","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13643","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13644","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13645","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C13646",35.48,3.12,2,
"C13647","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13648","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13649","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13650",60.04,2.18,1,
"C13651","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13652","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13653","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13654","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13655","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C13656","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13657","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13658","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13659","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13660","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C13661","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
