abbreviation	name	synonyms	equation	subsystem	compartment	ecnumber	reversible	translocation	internal_id	confidence_score	notes	
ALCD2m	alcohol dehydrogenase (ethanol), mitochondrial		[m] : etoh + nad <==> acald + h + nadh	Glycerolipid Metabolism	Mitochondria	1.1.1.1	Reversible	N	226099	0		
ALPHNH	allophanate hydrolase	allophanate lyase	[c] : allphn + (3) h + h2o --> (2) co2 + (2) nh4	Nitrogen Metabolism	Cytosol	3.5.1.54	Irreversible	N	1532260	0		
IPPSm	2-isopropylmalate synthase, mitochondrial		[m] : 3mob + accoa + h2o --> 3c3hmp + coa + h	Valine, Leucine, and Isoleucine Metabolism	Mitochondria	4.1.3.12	Irreversible	N	1445139	0		
RNTR3	ribonucleoside-triphosphate reductase (CTP)		[c] : ctp + trdrd --> dctp + h2o + trdox	Nucleotide Salvage Pathway	Cytosol	1.17.4.2	Irreversible	N	145338	0		
ARAB1D2	D-arabinose 1-dehydrogenase (NADP)		[c] : arab-D + nadp --> Dara14lac + h + nadph	Arabinose Metabolism	Cytosol	1.1.1.117	Irreversible	N	1460300	0		
DHFS [deleted 07/14/2004  02:38:32 PM]	dihydrofolate synthase		[c] : atp + dhpt + glu-L --> adp + dhf + pi	Folate Metabolism	Cytosol	6.3.2.12	Irreversible	N	1553264	0		
ATPATF3	ATP adenylyltransferase	adenine triphosphate adenylyltransferase	[c] : gdp + gtp + h --> gp4g + pi	Purine and Pyrimidine Biosynthesis	Cytosol	2.7.7.53	Irreversible	N	1485049	0		
SPMDt2	spermidine transport in via proton symport		h[e] + spmd[e] --> h[c] + spmd[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	1446943	0		
PSPHS	Phytosphingosine synthesis		[c] : h + nadph + o2 + sphgn --> h2o + nadp + psphings	Sphingolipid Metabolism	Cytosol		Irreversible	N	1453334	0	listed as ER membrane (CYGD); assume catalytic domain faces cytosol	
GLXtp	glyoxylate transport, peroxisomal		glx[c] <==> glx[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Reversible	Y	1441699	0		
DHAPtm	dihydroxyacetone phosphate transport, mitochondrial		dhap[m] --> dhap[c]	Transport, Mitochondrial	Cytosol, Mitochondria		Irreversible	Y	333742	0		
THFATm	tetrahydrofolate aminomethyltransferase, mitochondrial		[m] : h2o + methf --> 5fthf + h	Folate Metabolism	Mitochondria	2.1.2.10	Irreversible	N	1554053	0		
GSNt2m	guanosine mitochondrial transport via proton symport		gsn[c] + h[c] <==> gsn[m] + h[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1457866	0		
FADFMNtm	FAD/FMN antiport		fad[c] + fmn[m] --> fad[m] + fmn[c]	Transport, Mitochondrial	Cytosol, Mitochondria		Irreversible	Y	1449456	0		
ACS	acetyl-CoA synthetase		[c] : ac + atp + coa --> accoa + amp + ppi	Pyruvate Metabolism	Cytosol	6.2.1.1	Irreversible	N	135518	0		
DOLK	Dolichol kinase		[c] : ctp + dolichol --> cdp + dolp + h	Glycoprotein Metabolism	Cytosol	2.7.1.108	Irreversible	N	1455317	0		
FAO161p_odd	Fatty acid oxidation		[x] : (7) coa + (7) h2o + hdcoa + (7) nad + (6) o2 --> (8) accoa + (7) h + (6) h2o2 + (7) nadh	Fatty Acid Degradation	Peroxisome		Irreversible	N	1532377	0		
FA141tp	fatty acid peroxisomal transport		ttdcea[c] --> ttdcea[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Irreversible	Y	1459892	0		
DCDPtn	dCDP nuclear transport		dcdp[c] <==> dcdp[n]	Transport, Nuclear	Cytosol, Nucleus		Reversible	Y	1471769	0	molecules less than 9nm or 60kDa can pass thru nuclear pores by passive diffusion. Allen et al, J Cell Sci 2000//	
MMETt2	S-methylmethionine permease		h[e] + mmet[e] --> h[c] + mmet[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	1488552	0		
PIN4K_SC	phosphatidylinositol 4-kinase, yeast-specific		[c] : atp + (0.01) ptd1ino_SC --> adp + h + (0.01) ptd4ino_SC	Phospholipid Biosynthesis	Cytosol	2.7.1.67	Irreversible	N	1531484	0		
SUCD1m	succinate dehydrogenase		[m] : fad + succ <==> fadh2 + fum	Oxidative Phosphorylation	Mitochondria	1.3.99.1	Reversible	N	1437892	0		
H2Ot	H2O transport via diffusion		h2o[e] <==> h2o[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	311663	0		
ACOAO7p	acyl-CoA oxidase (hexadecanoyl-CoA), peroxisomal		[x] : o2 + pmtcoa --> h2o2 + hdd2coa	Fatty Acid Degradation	Peroxisome	1.3.3.6	Irreversible	N	1452081	0	peroxisomal according to CYGD	
AHSERL2	O-acetylhomoserine (thiol)-lyase		[c] : achms + h2s --> ac + h + hcys-L	Methionine Metabolism	Cytosol	4.2.99.8	Irreversible	N	1444139	0		
THRTRS	Threonyl-tRNA synthetase		[c] : atp + thr-L + trnathr --> amp + ppi + thrtrna	Threonine and Lysine Metabolism	Cytosol	6.1.1.3	Irreversible	N	227799	0		
MIPCS124_SC	mannose-inositiol phophorylceramide synthase (ceramide-1, 24C), yeast-specific		[c] : gdpmann + (0.01) ipc124_SC --> gdp + h + (0.01) mipc124_SC	Sphingolipid Metabolism	Cytosol		Irreversible	N	1531413	0	CSG2 listed as ER membrane (CYGD); assume catalytic domain faces cytosol////added according to Dickinson book	
DASYN_SC	CDP-Diacylglycerol synthetase, yeast-specific		[c] : ctp + h + (0.01) pa_SC <==> (0.01) cdpdag_SC + ppi	Phospholipid Biosynthesis	Cytosol	2.7.7.41	Reversible	N	1531143	0	localization is ER membrane (CYGD); assume faces cytosol	
TYRt2m	tyrosine mitochondrial transport via proton symport		h[c] + tyr-L[c] <==> h[m] + tyr-L[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1457951	0		
LEUt2r	L-leucine reversible transport via proton symport		h[e] + leu-L[e] <==> h[c] + leu-L[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1446875	0		
HMPK1	hydroxymethylpyrimidine kinase (ATP)		[c] : 4ahmmp + atp --> 4ampm + adp + h	Thiamine Metabolism	Cytosol	2.7.1.49	Irreversible	N	199793	0		
FA120ACPtm	fatty-acyl-ACP mitochondrial transport		ddcaACP[m] --> ddcaACP[c]	Transport, Mitochondrial	Cytosol, Mitochondria		Irreversible	Y	1489010	0		
CSp	citrate synthase		[x] : accoa + h2o + oaa --> cit + coa + h	Citric Acid Cycle	Peroxisome		Irreversible	N	216439	0	peroxisomal according to CYGD	
FMNAT	FMN adenylyltransferase		[c] : atp + fmn + h --> fad + ppi	Riboflavin Metabolism	Cytosol	2.7.7.2	Irreversible	N	204702	0		
2MCITtm	2-methylcitrate mitochondrial transport via diffusion		2mcit[c] <==> 2mcit[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1489200	0		
AATA	2-aminoadipate transaminase	2-aminoadipate aminotransferase, 2-aminoadipic aminotransferase, alpha-aminoadipate aminotransferase, glutamate-alpha-ketoadipate transaminase, glutamic-ketoadipic transaminase	[c] : 2oxoadp + glu-L <==> L2aadp + akg	Threonine and Lysine Metabolism	Cytosol	2.6.1.39	Reversible	N	1485330	0		
FACOAL181	fatty-acid--CoA ligase (octadecenoate)		[c] : atp + coa + ocdcea <==> amp + odecoa + ppi	Fatty Acid  Biosynthesis	Cytosol	6.2.1.3	Reversible	N	1451795	0		
MDHp	malate dehydrogenase, peroxisomal		[x] : mal-L + nad <==> h + nadh + oaa	Oxidative Phosphorylation	Peroxisome	1.1.1.37	Reversible	N	217945	0	peroxisomal according to CYGD, SGD	
G5SD	glutamate-5-semialdehyde dehydrogenase		[c] : glu5p + h + nadph --> glu5sa + nadp + pi	Arginine and Proline Metabolism	Cytosol	1.2.1.41	Irreversible	N	139170	0		
NNAMr	nicotinamidase, reversible		[c] : h2o + ncam <==> nac + nh4	NAD Biosynthesis	Cytosol	3.5.1.19	Reversible	N	1528538	0		
MIP2CS324_SC	mannose-(inositol-P)2-ceramide synthase (ceramide-3, 24C), yeast specific		[c] : (0.01) mipc324_SC + (0.01) ptd1ino_SC --> (0.01) 12dgr_SC + (0.01) mip2c324_SC	Sphingolipid Metabolism	Cytosol		Irreversible	N	1454487	0		
XYLTD_D	xylitol dehydrogenase (D-xyulose-forming)		[c] : nad + xylt --> h + nadh + xylu-D	Xylose Metabolism	Cytosol	1.1.1.9	Irreversible	N	1460282	0	added according to Richard et al 1999//	
CMPN	CMP nucleosidase		[c] : cmp + h2o --> csn + r5p	Nucleotide Salvage Pathway	Cytosol	3.2.2.10	Irreversible	N	1441618	0		
G3PT	glycerol-3-phosphatase		[c] : glyc3p + h2o --> glyc + pi	Glycerolipid Metabolism	Cytosol		Irreversible	N	1449161	0		
ABTt	L-arabinitol transport via passive diffusion		abt[e] <==> abt[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1457602	0	added according to Walker book	
PRPPS	phosphoribosylpyrophosphate synthetase		[c] : atp + r5p <==> amp + h + prpp	Histidine Metabolism	Cytosol	2.7.6.1	Reversible	N	140540	0		
FACOAL240p	fatty-acid--CoA ligase (n-C24:0), peroxisomal		[x] : atp + coa + ttc <==> amp + ppi + ttccoa	Fatty Acid  Biosynthesis	Peroxisome	6.2.1.3	Reversible	N	1459827	0		
GTHS	glutathione synthetase		[c] : atp + glucys + gly --> adp + gthrd + h + pi	Other Amino Acid Metabolism	Cytosol	6.3.2.3	Irreversible	N	1529253	0		
2OMPH_5tm	2-Octaprenyl-6-methoxyprenol mitochondrial transport		2omph_5[c] <==> 2omph_5[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1449777	0		
AHCYStn	S-adenosyl-L-homocysteine nuclear transport		ahcys[c] <==> ahcys[n]	Transport, Nuclear	Cytosol, Nucleus		Reversible	Y	1471727	0	molecules less than 9nm or 60kDa can pass thru nuclear pores by passive diffusion. Allen et al, J Cell Sci 2000//	
GLUTRSm	glutamyl-tRNA synthetase, mitochondrial		[m] : atp + glu-L + trnaglu --> amp + glutrna + ppi	Glutamine Metabolism	Mitochondria	6.1.1.17	Irreversible	N	1447917	0		
MEVK4	mevalonate kinase (utp)		[c] : mev-R + utp --> 5pmev + h + udp	Sterol Biosynthesis	Cytosol	2.7.1.36	Irreversible	N	1454631	0		
PYDAMK	pyridoxamine kinase		[c] : atp + pydam --> adp + h + pyam5p	Pyridoxine Metabolism	Cytosol	2.7.1.35	Irreversible	N	1448691	0		
NAt3_1	sodium proton antiporter (H:NA is 1:1)		h[e] + na1[c] <==> h[c] + na1[e]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1452556	0		
IMPC	IMP cyclohydrolase		[c] : h2o + imp <==> fprica	Purine and Pyrimidine Biosynthesis	Cytosol	3.5.4.10	Reversible	N	143125	0		
G6PDH2	glucose 6-phosphate dehydrogenase		[c] : g6p + nadp --> 6pgl + h + nadph	Pentose Phosphate Pathway	Cytosol	1.1.1.49	Irreversible	N	134877	0		
NADPPPS	NADP phosphatase		[c] : h2o + nadp --> nad + pi	NAD Biosynthesis	Cytosol		Irreversible	N	245785	0		
TYRTRSm	tyrosyl-tRNA synthetase, mitochondrial		[m] : atp + trnatyr + tyr-L --> amp + ppi + tyrtrna	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Mitochondria	6.1.1.1	Irreversible	N	1448079	0		
CSNAT	carnitine O-acetyltransferase		[c] : accoa + crn --> acrn + coa	Alanine and Aspartate Metabolism	Cytosol	2.3.1.7	Irreversible	N	1512749	0	added at Iman's discretion	
FKYNH	N-Formyl-L-kynurenine amidohydrolase	arylformamidase	[c] : Lfmkynr + h2o --> Lkynr + for + h	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	3.5.1.9	Irreversible	N	1485668	0		
TMDS	thymidylate synthase	TMP synthetase, dTMP synthase, methylenetetrahydrofolate:dUMP, thymidylate synthetase	[c] : dump + mlthf --> dhf + dtmp	Purine and Pyrimidine Biosynthesis	Cytosol	2.1.1.45	Irreversible	N	145378	0		
PTD4INOtn_SC	phosphatidyl-1D-myo-4-inositol nuclear transport, yeast-specific		ptd4ino_SC[c] <==> ptd4ino_SC[n]	Transport, Nuclear	Cytosol, Nucleus		Reversible	Y	1460267	0	molecules less than 9nm or 60kDa can pass thru nuclear pores by passive diffusion. Allen et al, J Cell Sci 2000//	
MIPCS226_SC	mannose-inositol phosphorylceramide synthase (ceramide-2, 26C), yeast-specific		[c] : gdpmann + (0.01) ipc226_SC --> gdp + h + (0.01) mipc226_SC	Sphingolipid Metabolism	Cytosol		Irreversible	N	1531436	0	CSG2 listed as ER membrane (CYGD); assume catalytic domain faces cytosol////added according to Dickinson book	
ACCOACr	acetyl-CoA carboxylase, reversible reaction		[c] : accoa + atp + hco3 <==> adp + h + malcoa + pi	Fatty Acid  Biosynthesis	Cytosol	6.4.1.2	Reversible	N	1442380	0		
AMPDA	Adenosine monophosphate deaminase		[c] : amp + h + h2o --> imp + nh4	Purine and Pyrimidine Biosynthesis	Cytosol		Irreversible	N	1530455	0		
13GS	1,3-beta-glucan synthase		[c] : udpg --> 13BDglcn + h + udp	Alternate Carbon Metabolism	Cytosol	2.4.1.34	Irreversible	N	225856	0	GSC2 & FKS1 are probably alternative subunits in complex; GSC2 subunit expressed in absence of glucose, FKS1 expressed predominantly in the presence of glucose (CYGD)	
RNDR4	ribonucleoside-diphosphate reductase (UDP)		[c] : trdrd + udp --> dudp + h2o + trdox	Nucleotide Salvage Pathway	Cytosol	1.17.4.1	Irreversible	N	145266	0		
TRPS1	tryptophan synthase (indoleglycerol phosphate)		[c] : 3ig3p + ser-L --> g3p + h2o + trp-L	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	4.2.1.20	Irreversible	N	140252	0		
ARAB-Dt	D-arabinose reversible transport		arab-D[e] <==> arab-D[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1446827	0		
C22STDS	C-22 sterol desaturase (NADP)		[c] : ergtrol + h + nadph + o2 --> ergtetrol + (2) h2o + nadp	Sterol Biosynthesis	Cytosol		Irreversible	N	1454855	0	ER membrane-associated protein (CYGD); assume faces cytosol.//	
APRAUR	5-amino-6-(5-phosphoribosylamino)uracil reductase		[c] : 5apru + h + nadph --> 5aprbu + nadp	Riboflavin Metabolism	Cytosol	1.1.1.193	Irreversible	N	199406	0		
GLPT	glycylpeptide N-tetradecanoyltransferase	myristoyl-CoA-protein N-myristoyltransferase, myristoyl-coenzyme A:protein N-myristoyl transferase, myristoylating enzymes, peptide N-myristoyltransferase, protein N-myristoyltransferase	[c] : glp + tdcoa --> coa + tglp	Other Amino Acid Metabolism	Cytosol	2.3.1.97	Irreversible	N	1445903	0		
AHCYStm	S-adenosyl-L-homocysteine reversible transport, mitochondrial		ahcys[c] <==> ahcys[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1446816	0		
FAS100	fatty acid synthase (n-C10:0)		[c] : (3) h + malcoa + (2) nadph + octa --> co2 + coa + dca + h2o + (2) nadp	Fatty Acid  Biosynthesis	Cytosol	2.3.1.85	Irreversible	N	1453401	0	another enzymatic function of FAS (CYGD)	
ACSp	acetyl-CoA synthetase		[x] : ac + atp + coa --> accoa + amp + ppi	Pyruvate Metabolism	Peroxisome	6.2.1.1	Irreversible	N	1437669	0	peroxisomal according to CYGD	
FAO240p	fatty acid oxidation (tetradecansoyl-CoA), peroxisomal		[x] : (3) coa + (3) h2o + (3) nad + (3) o2 + ttccoa --> (3) accoa + (3) h + (3) h2o2 + (3) nadh + stcoa	Fatty Acid Degradation	Peroxisome		Irreversible	N	1457737	0	This was added as a lumped reaction since the intermediates are not used in the model.	
FAO181p_even	Fatty acid oxidation		[x] : (8) coa + (8) h2o + (8) nad + nadph + (8) o2 + odecoa --> (9) accoa + (7) h + (8) h2o2 + (8) nadh + nadp	Fatty Acid Degradation	Peroxisome		Irreversible	N	1459540	0	unsaturated fatty acids in model are generic; therefore, can have double bonds at even and/or odd numbered carbons. Have lumped reactions for all combinations.	
FACOAL161p	fatty-acid--CoA ligase (hexadecenoate), peroxisomal		[x] : atp + coa + hdcea <==> amp + hdcoa + ppi	Fatty Acid  Biosynthesis	Peroxisome	6.2.1.3	Reversible	N	1451886	0	peroxisomal according to CYGD	
ASNTRS	Asparaginyl-tRNA synthetase		[c] : asn-L + atp + trnaasn --> amp + asntrna + ppi	Asparagine metabolism	Cytosol	6.1.1.22	Irreversible	N	227826	0		
PFK_3	phosphofructokinase (s7p)		[c] : atp + s7p --> adp + h + s17bp	Glycolysis/Gluconeogenesis	Cytosol	2.7.1.11	Irreversible	N	1436489	0		
CHRPL	Chorismate pyruvate lyase		[c] : chor --> 4hbz + pyr	Quinone Biosynthesis	Cytosol		Irreversible	N	1446476	0		
FAS80_L	fatty acid synthase (n-C8:0), lumped reaction		[c] : accoa + (8) h + (3) malcoa + (6) nadph --> (3) co2 + (4) coa + (2) h2o + (6) nadp + octa	Fatty Acid  Biosynthesis	Cytosol	2.3.1.85	Irreversible	N	1453511	0		
DCYTD	deoxycytidine deaminase		[c] : dcyt + h + h2o --> duri + nh4	Nucleotide Salvage Pathway	Cytosol	3.5.4.14	Irreversible	N	1529149	0		
RNDR1	ribonucleoside-diphosphate reductase (ADP)		[c] : adp + trdrd --> dadp + h2o + trdox	Nucleotide Salvage Pathway	Cytosol	1.17.4.1	Irreversible	N	145170	0		
FA181COAabcp	fatty acyl-CoA peroxisomal transport via ABC system		atp[x] + h2o[x] + odecoa[c] --> adp[x] + h[x] + odecoa[x] + pi[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Irreversible	Y	1459722	0		
UDPG4E	UDPglucose 4-epimerase		[c] : udpg <==> udpgal	Galactose metabolism	Cytosol	5.1.3.2	Reversible	N	136571	0		
HEX4	hexokinase (D-mannose:ATP)		[c] : atp + man --> adp + h + man6p	Glycolysis/Gluconeogenesis	Cytosol	2.7.1.7	Irreversible	N	220628	0		
PGM	phosphoglycerate mutase		[c] : 2pg <==> 3pg	Glycolysis/Gluconeogenesis	Cytosol	5.4.2.1	Reversible	N	134544	0		
IPPS	2-isopropylmalate synthase		[c] : 3mob + accoa + h2o --> 3c3hmp + coa + h	Valine, Leucine, and Isoleucine Metabolism	Cytosol	4.1.3.12	Irreversible	N	139547	0		
PPND	prephenate dehydrogenase		[c] : nad + pphn --> 34hpp + co2 + nadh	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	1.3.1.12	Irreversible	N	140114	0		
ATPtm-H	ADP/ATP transporter, mitochondrial		adp[c] + atp[m] + h[c] --> adp[m] + atp[c] + h[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Irreversible	Y	1556301	0		
IG3PS	Imidazole-glycerol-3-phosphate synthase		[c] : gln-L + prlp --> aicar + eig3p + glu-L + h	Histidine Metabolism	Cytosol		Irreversible	N	227304	0		
PAPtm	Adenosine 3',5'-bisphosphate mitochondrial transport		pap[c] <==> pap[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1471906	0		
FA141ACPtm	fatty-acyl-ACP mitochondrial transport		tdeACP[m] --> tdeACP[c]	Transport, Mitochondrial	Cytosol, Mitochondria		Irreversible	Y	1489017	0		
NADN	NAD nucleosidase		[c] : h2o + nad --> adprib + h + ncam	NAD Biosynthesis	Cytosol	3.2.2.5	Irreversible	N	200909	0		
MEVK1	mevalonate kinase (atp)		[c] : atp + mev-R --> 5pmev + adp + h	Sterol Biosynthesis	Cytosol	2.7.1.36	Irreversible	N	199259	0		
CSNATirm	carnitine O-acetyltransferase, reverse direction, mitochondrial		[m] : accoa + crn --> acrn + coa	Alanine and Aspartate Metabolism	Mitochondria	2.3.1.7	Irreversible	N	1512764	0	localized to mitochondria and peroxisomal matrix (CYGD)	
DESAT18_2	Oleoyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA)		[c] : h + nadph + o2 + odecoa --> (2) h2o + nadp + ocdycacoa	Fatty Acid  Biosynthesis	Cytosol	1.14.19.1	Irreversible	N	1572559	0		
DGGH	alpha-D-glucoside glucohydrase		[c] : 6dg + h2o --> gal + glc-D	Galactose metabolism	Cytosol		Irreversible	N	1440076	0		
ACtp	acetate transport, peroxisomal		ac[c] <==> ac[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Reversible	Y	1441708	0		
HCYSMT	homocysteine S-methyltransferase	S-adenosyl-L-methionine:L-homocysteine S-methyltransferase, S-methylmethionine:homocysteine methyltransferase, homocysteine S-methyltransferase	[c] : amet + hcys-L --> ahcys + h + met-L	Alanine and Aspartate Metabolism	Cytosol	2.1.1.10	Irreversible	N	1442873	0		
CYSTLp	cystathione b-lyase, peroxisomal		[x] : cyst-L + h2o --> hcys-L + nh4 + pyr	Methionine Metabolism	Peroxisome	4.4.1.8	Irreversible	N	1450278	0		
DPGM	Diphosphoglyceromutase		[c] : 13dpg <==> 23dpg + h	Glycolysis/Gluconeogenesis	Cytosol		Reversible	N	1507324	0		
CITtcp	citrate/isocitrate antiport into peroxisome		cit[c] + icit[x] <==> cit[x] + icit[c]	Transport, Peroxisomal	Cytosol, Peroxisome		Reversible	Y	1469177	0		
G5SADr	L-glutamate 5-semialdehyde dehydratase, reversible		[c] : glu5sa <==> 1pyr5c + h + h2o	Arginine and Proline Metabolism	Cytosol		Reversible	N	1531071	0		
THMP	thiamin phosphatase		[c] : h2o + thmmp --> pi + thm	Thiamine Metabolism	Cytosol		Irreversible	N	1531902	0		
MTHFD [deleted 07/26/2004  02:31:25 PM]	methylenetetrahydrofolate dehydrogenase (NADP)		[c] : mlthf + nadp <==> h + methf + nadph	Folate Metabolism	Cytosol	1.5.1.5	Reversible	N	1553271	0		
HCO3E	HCO3 equilibration reaction	anhydrase, carbonate anhydrase, carbonate dehydratase, carbonic acid anhydrase, carbonic anhydrase, carbonic anhydrase A, carboxyanhydrase	[c] : co2 + h2o <==> h + hco3	--	Cytosol	4.2.1.1	Reversible	N	635140	0		
MACACI	maleylacetoacetate isomerase	maleylacetoacetic isomerase, maleylacetone cis-trans-isomerase, maleylacetone isomerase	[c] : 4mlacac --> 4fumacac	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	5.2.1.2	Irreversible	N	1485434	0		
LYSt2m	Lysine mitochondrial transport via proton symport		h[c] + lys-L[c] <==> h[m] + lys-L[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1457901	0		
ADK1m	adenylate kinase, mitochondrial		[m] : amp + atp <==> (2) adp	Nucleotide Salvage Pathway	Mitochondria	2.7.4.3	Reversible	N	1441966	0		
ITCOALm	Itaconate--CoA ligase (ADP-forming), mitochondrial	Itaconyl-CoA synthase	[m] : atp + coa + itacon <==> adp + itaccoa + pi	Citric Acid Cycle	Mitochondria	6.2.1.5	Reversible	N	1501201	0		
FACOAL180	fatty-acid--CoA ligase (octadecanoate)		[c] : atp + coa + ocdca <==> amp + ppi + stcoa	Fatty Acid  Biosynthesis	Cytosol	6.2.1.3	Reversible	N	1451802	0		
DB4PS	3,4-Dihydroxy-2-butanone-4-phosphate synthase	3, 4-dihydroxy-2-butanone 4-phosp	[c] : ru5p-D --> db4p + for + h	Riboflavin Metabolism	Cytosol		Irreversible	N	199419	0		
IGPDH	imidazoleglycerol-phosphate dehydratase		[c] : eig3p --> h2o + imacp	Histidine Metabolism	Cytosol	4.2.1.19	Irreversible	N	140481	0		
GCALDt	Glycoaldehydye reversible transport		gcald[e] <==> gcald[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1457027	0		
FA180ACPtm	fatty-acyl-ACP mitochondrial transport		ocdcaACP[m] --> ocdcaACP[c]	Transport, Mitochondrial	Cytosol, Mitochondria		Irreversible	Y	1489029	0		
VALTA	valine transaminase		[c] : akg + val-L <==> 3mob + glu-L	Valine, Leucine, and Isoleucine Metabolism	Cytosol	2.6.1.42	Reversible	N	139451	0		
E4Ptm	D-erythrose 4-phosphate mtiochondrial transport via diffusion		e4p[c] <==> e4p[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1447819	0		
FAO80p	fatty acid oxidation (octanoyl-CoA), peroxisomal		[x] : (3) coa + (3) h2o + (3) nad + (3) o2 + occoa --> (4) accoa + (3) h + (3) h2o2 + (3) nadh	Fatty Acid Degradation	Peroxisome		Irreversible	N	1457804	0	This was added as a lumped reaction since the intermediates are not used in the model.	
