abbreviation	name	formula	charge	compartment	kegg_id	cas_id	internal_id	found in: 1) E. coli iJR904; 2) H. sapiens Recon 1; 3) H. pylori iIT341; 4) P. putida iJN746; 5) E. coli iAF1260; 6) S. cerevisiae iND750; 7) S. aureus iSB619; 8) E. coli textbook; 9) M. barkeri iAF692; 10) M. tuberculosis iNJ661; 	
fucfucfucgalacglcgal14acglcgalgluside_hs	(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1	C76H132N3O44FULLRCO	0	Cytosol, Extra-organism, Golgi Apparatus			2419451	2	
acglc13galacglcgal14acglcgalgluside_hs	nLc7Cer	C66H115N4O37FULLRCO	0	Golgi Apparatus			2419452	2	
galacglc13galacglcgal14acglcgalgluside_hs	nLc8Cer	C72H125N4O42FULLRCO	0	Golgi Apparatus			2419454	2	
fucgalacglc13galacglcgal14acglcgalgluside_hs	(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)1 (Cer)1	C78H135N4O46FULLRCO	0	Golgi Apparatus			2419456	2	
fucfucgalacglc13galacglcgal14acglcgalgluside_hs	(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1	C84H145N4O50FULLRCO	0	Golgi Apparatus			2419457	2	
fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs	(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1	C90H155N4O54FULLRCO	0	Cytosol, Extra-organism, Golgi Apparatus			2419458	2	
fuc13galacglcgal14acglcgalgluside_hs	III3Fuc-nLc6Cer	C64H112N3O36FULLRCO	0	Cytosol, Extra-organism, Golgi Apparatus			2419462	2	
fuc132galacglcgal14acglcgalgluside_hs	V3Fuc-nLc6Cer	C64H112N3O36FULLRCO	0	Golgi Apparatus			2419465	2	
fucfuc132galacglcgal14acglcgalgluside_hs	V3Fuc,III3Fuc-nLc6Cer	C70H122N3O40FULLRCO	0	Cytosol, Extra-organism, Golgi Apparatus			2419468	2	
xolest2_hs	cholesterol ester (from FULLR2)	C27H45FULLR2CO2	0	Cytosol, Extra-organism			2421141	2	
apoC-Lys	Apocarboxylase (Lys residue)	C6H13N2OX	0	Cytosol, Mitochondria			2421325	2	
apoC-Lys_btn	Holocarboxylase (biotin covalent bound to Lys residue of apoC)	C16H27N4O3SX	0	Cytosol, Mitochondria			2421326	2	
apoC	Apocarboxlase (no lys residue)	XH	0	Cytosol, Mitochondria			2421372	2	
ptdcacrn	pendtadenoyl carnitine	C22H43NO4	0	Cytosol, Mitochondria			2422206	2	
hpdcacrn	heptadecanoyl carnitine	C24H47NO4	0	Cytosol, Mitochondria			2422209	2	
5adtststeroneglc	5alpha-Dihydrotestosterone glucuronide	C25H38O8	0	Cytosol, Endoplasmic Reticulum, Extra-organism			2423365	2	
retfa	fatty acid retinol	C20H29OFULLR2CO	0	Cytosol, Extra-organism			2429940	2	
retncoa	retinoyl CoA	C41H58N7O17P3S	-4	Cytosol			2430158	2	
oretn	4-oxo-retonoic acid	C20H27O3	-1	Cytosol, Nucleus			2430195	2	
9-cis-retfa	fatty acid 9-cis-retinol	C20H29OFULLR2CO	0	Cytosol, Extra-organism			2430287	2	
11-cis-retfa	fatty acid 11-cis-retinol	C20H29OFULLR2CO	0	Cytosol, Extra-organism			2430294	2	
13-cis-retn	13-cis-retinoate	C20H27O2	-1	Cytosol, Endoplasmic Reticulum, Nucleus			2430432	2	
13-cis-oretn	13-cis-oxo-retinoic acid	C20H27O3	-1	Cytosol, Nucleus			2430442	2	
13-cis-retnglc	13-cis-retinoyl glucuronide	C26H35O8	-1	Cytosol, Endoplasmic Reticulum, Extra-organism			2430453	2	
retinol-cis-13	cis-13-retinol	C20H30O	0	Cytosol			2455099	2	
retinal-cis-13	cis-13-retinal	C20H28O	0	Cytosol			2455100	2	
murein5px4p	two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)	C77H117N15O40	-4	Periplasm			2528324	5	
murein4px4p	two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)	C74H112N14O39	-4	Periplasm			2528325	5	
murein3px4p	two disacharide linked murein units, tripeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)	C71H107N13O38	-4	Periplasm			2528326	5	
murein4p4p	two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)	C74H114N14O40	-4	Periplasm			2528327	5	
murein3p3p	two linked disacharide tripeptide murein units (uncrosslinked, middle of chain)	C68H104N12O38	-4	Periplasm			2528328	5	
murein5p5p5p	three linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)	C120H186N24O63	-6	Periplasm			2528329	5	
murein5px4px4p	three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)	C114H172N22O59	-6	Periplasm			2528332	5	
murein4px4px4p	three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)	C111H167N21O58	-6	Periplasm			2528333	5	
murein5px3p	two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain)	C74H112N14O39	-4	Periplasm			2528334	5	
murein3px3p	two disacharide linked murein units, tripeptide crosslinked tripeptide (A2pm->A2pm) (middle of chain)	C68H102N12O37	-4	Periplasm			2528335	5	
murein5p4p	two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)	C77H119N15O41	-4	Periplasm			2579529	5	
murein4p3p	two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)	C71H109N13O39	-4	Periplasm			2579530	5	
murein5p3p	two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)	C74H114N14O40	-4	Periplasm			2596662	5	
murein4px4p4p	three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala), one uncrosslinked tetrapaptide) (middle of chain)	C111H169N21O59	-6	Periplasm			2605686	5	
3hoctACP	(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]	C19H35N2O9PRS	-1	Cytosol	C04620		2607648	4,5	
arachcrn	arachidyl carnitine	C27H53NO4	0	Cytosol, Mitochondria			2614347	2	
lgnccrn	lignoceryl carnitine	C31H61NO4	0	Cytosol, Mitochondria			2614349	2	
hexccrn	hexacosanoyl carnitine	C33H65NO4	0	Cytosol, Mitochondria			2614366	2	
elaidcrn	Elaidic carnitine	C25H47NO4	0	Cytosol, Mitochondria			2614377	2	
vacccrn	Vaccenyl carnitine	C25H47NO4	0	Cytosol, Mitochondria			2614385	2	
nrvnccrn	Nervonyl carnitine	C31H59NO4	0	Cytosol, Mitochondria			2614386	2	
lneldccrn	Linoelaidyl carnitine	C25H45NO4	0	Cytosol, Mitochondria			2614390	2	
lnlccrn	Linoleyl carnitine	C25H45NO4	0	Cytosol, Mitochondria			2614398	2	
lnlncgcrn	gamma-linolenyl carnitine	C25H43NO4	0	Cytosol, Mitochondria			2614408	2	
lnlncacrn	alpha-linolenyl carnitine	C25H43NO4	0	Cytosol, Mitochondria			2614411	2	
dlnlcgcrn	dihomo-gamma-linolenyl carnitine	C27H47NO4	0	Cytosol, Mitochondria			2614412	2	
eicostetcrn	Eicosatetranoyl carnitine	C27H45NO4	0	Cytosol, Mitochondria			2614413	2	
adrncrn	Adrenyl carnitine	C29H49NO4	0	Cytosol, Mitochondria			2614417	2	
strdnccrn	stearidonyl carnitine	C25H41NO4	0	Cytosol, Mitochondria			2614432	2	
tettet6crn	Tetracosatetraenoyl carnitine	C31H53NO4	0	Cytosol, Mitochondria			2614440	2	
tmndnccrn	Timnodonyl carnitine	C27H43NO4	0	Cytosol, Mitochondria			2614450	2	
dcsptn1crn	docosa-4,7,10,13,16-pentaenoyl carnitine	C29H47NO4	0	Cytosol, Mitochondria			2614452	2	
clpndcrn	clupanodonyl carnitine	C29H47NO4	0	Cytosol, Mitochondria			2614454	2	
tetpent3crn	tetracosapentaenoyl carnitine	C31H51NO4	0	Cytosol, Mitochondria			2614455	2	
tetpent6crn	tetracosapentaenoyl carnitine	C31H51NO4	0	Cytosol, Mitochondria			2614458	2	
cdec3eACP	cis-dec-3-enoyl-[acyl-carrier protein] (n-C10:1)	C21H37N2O8PRS	-1	Cytosol			2617008	4,5	
cddec5eACP	cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1)	C23H41N2O8PRS	-1	Cytosol			2617009	4,5	
3ocddec5eACP	3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein]	C23H39N2O9PRS	-1	Cytosol			2617013	4,5	
3ocmrs7eACP	3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein]	C25H43N2O9PRS	-1	Cytosol			2617014	4,5	
3hcmrs7eACP	(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein]	C25H45N2O9PRS	-1	Cytosol			2617015	4,5	
t3c7mrseACP	trans-3-cis-7-myristoleoyl-[acyl-carrier protein]	C25H43N2O8PRS	-1	Cytosol			2617016	4,5	
3hcddec5eACP	(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein]	C23H41N2O9PRS	-1	Cytosol			2617017	4,5	
3hcpalm9eACP	(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]	C27H49N2O9PRS	-1	Cytosol			2617018	4,5	
3hcvac11eACP	(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein]	C29H53N2O9PRS	-1	Cytosol			2617019	4,5	
3ocpalm9eACP	3-oxo-cis-palm-9-eoyl-[acyl-carrier protein]	C27H47N2O9PRS	-1	Cytosol			2617020	4,5	
3ocvac11eACP	3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein]	C29H51N2O9PRS	-1	Cytosol			2617021	4,5	
t3c5ddeceACP	trans-3-cis-5-dodecenoyl-[acyl-carrier protein]	C23H39N2O8PRS	-1	Cytosol			2617022	4,5	
t3c9palmeACP	trans-3-cis-9-palmitoleoyl-[acyl-carrier protein]	C27H47N2O8PRS	-1	Cytosol			2617023	4,5	
t3c11vaceACP	trans-3-cis-11-vacceoyl-[acyl-carrier protein]	C29H51N2O8PRS	-1	Cytosol			2617024	4,5	
1tdecg3p	1-tetradecanoyl-sn-glycerol 3-phosphate	C17H33O7P1	-2	Cytosol, Periplasm	C00681		2617398	5	
1hdecg3p	1-hexadecanoyl-sn-glycerol 3-phosphate	C19H37O7P1	-2	Cytosol, Periplasm	C00681		2617399	10,4,5	
1odecg3p	1-octadecanoyl-sn-glycerol 3-phosphate	C21H41O7P1	-2	Cytosol, Periplasm	C00681		2617402	4,5	
1tdec7eg3p	1-tetradec-7-enoyl-sn-glycerol 3-phosphate	C17H31O7P1	-2	Cytosol, Periplasm	C00681		2617404	5	
1hdec9eg3p	1-hexadec-9-enoyl-sn-glycerol 3-phosphate	C19H35O7P1	-2	Cytosol, Periplasm			2617406	4,5	
1odec11eg3p	1-octadec-11-enoyl-sn-glycerol 3-phosphate	C21H39O7P1	-2	Cytosol, Periplasm			2617407	4,5	
pa140	1,2-ditetradecanoyl-sn-glycerol 3-phosphate	C31H59O8P1	-2	Cytosol, Periplasm	C00416		2617409	5	
pa160	1,2-dihexadecanoyl-sn-glycerol 3-phosphate	C35H67O8P1	-2	Cytosol, Periplasm	C00416		2617415	10,4,5	
pa180	1,2-dioctadecanoyl-sn-glycerol 3-phosphate	C39H75O8P1	-2	Cytosol, Periplasm	C00416		2617421	4,5	
pa141	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate	C31H55O8P1	-2	Cytosol, Periplasm	C00416		2617427	5	
pa161	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate	C35H63O8P1	-2	Cytosol, Periplasm	C00416		2617433	4,5	
pa181	1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate	C39H71O8P1	-2	Cytosol, Periplasm	C00416		2617439	4,5	
cdpdtdecg	CDP-1,2-ditetradecanoylglycerol	C40H71N3O15P2	-2	Cytosol	C00269		2617598	5	
cdpdhdecg	CDP-1,2-dihexadecanoylglycerol	C44H79N3O15P2	-2	Cytosol	C00269		2617620	10,4,5	
cdpdodecg	CDP-1,2-dioctadecanoylglycerol	C48H87N3O15P2	-2	Cytosol	C00269		2617625	10,4,5	
cdpdtdec7eg	CDP-1,2-ditetradec-7-enoylglycerol	C40H67N3O15P2	-2	Cytosol	C00269		2617630	5	
cdpdhdec9eg	CDP-1,2-dihexadec-9-enoylglycerol	C44H75N3O15P2	-2	Cytosol	C00269		2617635	4,5	
cdpdodec11eg	CDP-1,2-dioctadec-11-enoylglycerol	C48H83N3O15P2	-2	Cytosol	C00269		2617640	4,5	
pgp160	Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)	C38H73O13P2	-3	Cytosol, Periplasm	C03892		2617776	10,4,5	
pgp180	Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)	C42H81O13P2	-3	Cytosol, Periplasm	C03892		2617781	4,5	
pgp141	Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)	C34H61O13P2	-3	Cytosol, Periplasm	C03892		2617785	5	
pgp161	Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)	C38H69O13P2	-3	Cytosol, Periplasm			2617791	4,5	
pgp181	Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)	C42H77O13P2	-3	Cytosol, Periplasm	C03892		2617795	4,5	
pg140	Phosphatidylglycerol (ditetradecanoyl, n-C14:0)	C34H66O10P1	-1	Cytosol, Periplasm	C00344		2617830	5	
pg160	Phosphatidylglycerol (dihexadecanoyl, n-C16:0)	C38H74O10P1	-1	Cytosol, Periplasm	C00344		2617836	10,4,5	
pg180	Phosphatidylglycerol (dioctadecanoyl, n-C18:0)	C42H82O10P1	-1	Cytosol, Periplasm	C00344		2617842	4,5	
pg141	Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)	C34H62O10P1	-1	Cytosol, Periplasm	C00344		2617848	5	
pg161	Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)	C38H70O10P1	-1	Cytosol, Periplasm	C00344		2617854	4,5	
pg181	Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)	C42H78O10P1	-1	Cytosol, Periplasm	C00344		2617860	4,5	
clpn160	cardiolipin (tetrahexadecanoyl, n-C16:0)	C73H140O17P2	-2	Periplasm	C05980		2617921	4,5	
clpn180	cardiolipin (tetraoctadecanoyl, n-C18:0)	C81H156O17P2	-2	Periplasm	C05980		2617925	4,5	
clpn161	cardiolipin (tetrahexadec-9-enoyl, n-C16:1)	C73H132O17P2	-2	Periplasm	C05980		2617929	4,5	
clpn141	cardiolipin (tetratetradec-7-enoyl, n-C14:1)	C65H116O17P2	-2	Periplasm	C05980		2617933	5	
clpn181	cardiolipin (tetraoctadec-11-enoyl, n-C18:1)	C81H148O17P2	-2	Periplasm	C05980		2617937	4,5	
ps140	phosphatidylserine (ditetradecanoyl, n-C14:0)	C34H65N1O10P1	-1	Cytosol	C02737		2617965	5	
ps160	phosphatidylserine (dihexadecanoyl, n-C16:0)	C38H73N1O10P1	-1	Cytosol	C02737		2617990	10,4,5	
ps180	phosphatidylserine (dioctadecanoyl, n-C18:0)	C42H81N1O10P1	-1	Cytosol	C02737		2617996	10,4,5	
ps141	phosphatidylserine (ditetradec-7-enoyl, n-C14:1)	C34H61N1O10P1	-1	Cytosol	C02737		2618002	5	
ps161	phosphatidylserine (dihexadec-9-enoyl, n-C16:1)	C38H69N1O10P1	-1	Cytosol	C02737		2618008	4,5	
ps181	phosphatidylserine (dioctadec-11-enoyl, n-C18:1)	C42H77N1O10P1	-1	Cytosol	C02737		2618014	4,5	
pe140	phosphatidylethanolamine (ditetradecanoyl, n-C14:0)	C33H66N1O8P1	0	Cytosol, Periplasm	C00350		2618123	5	
pe160	phosphatidylethanolamine (dihexadecanoyl, n-C16:0)	C37H74N1O8P1	0	Cytosol, Periplasm	C00350		2618143	10,4,5	
pe180	phosphatidylethanolamine (dioctadecanoyl, n-C18:0)	C41H82N1O8P1	0	Cytosol, Periplasm	C00350		2618159	10,4,5	
pe141	phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)	C33H62N1O8P1	0	Cytosol, Periplasm	C00350		2618165	5	
pe161	phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)	C37H70N1O8P1	0	Cytosol, Periplasm	C00350		2618172	4,5	
pe181	phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)	C41H78N1O8P1	0	Cytosol, Periplasm	C00350		2618177	4,5	
12dgr140	1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)	C31H60O5	0	Cytosol, Periplasm	C00641		2618217	5	
12dgr160	1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)	C35H68O5	0	Cytosol, Periplasm	C00641		2618257	10,5	
12dgr180	1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)	C39H76O5	0	Cytosol, Periplasm	C00641		2618262	5	
12dgr141	1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1)	C31H56O5	0	Cytosol, Periplasm	C00641		2618266	5	
12dgr161	1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)	C35H64O5	0	Cytosol, Periplasm	C00641		2618273	5	
12dgr181	1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)	C39H72O5	0	Cytosol, Periplasm	C00641		2618277	5	
3ooctdACP	3-Oxooctadecanoyl-[acyl-carrier protein]	C29H53N2O9PRS	-1	Cytosol			2618692	4,5	
toctd2eACP	trans-octadec-2-enoyl-[acyl-carrier protein]	C29H53N2O8PRS	-1	Cytosol			2618694	4,5	
1ddecg3p	1-dodecanoyl-sn-glycerol 3-phosphate	C15H29O7P1	-2	Cytosol, Periplasm	C00681		2618934	4,5	
pa120	1,2-didodecanoyl-sn-glycerol 3-phosphate	C27H51O8P1	-2	Cytosol, Periplasm	C00416		2618936	4,5	
cdpdddecg	CDP-1,2-didodecanoylglycerol	C36H63N3O15P2	-2	Cytosol	C00269		2618942	4,5	
pgp120	Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)	C30H57O13P2	-3	Cytosol, Periplasm	C03892		2618947	4,5	
pg120	Phosphatidylglycerol (didodecanoyl, n-C12:0)	C30H58O10P1	-1	Cytosol, Periplasm	C00344		2618952	4,5	
clpn120	cardiolipin (tetradodecanoyl, n-C12:0)	C57H108O17P2	-2	Periplasm	C05980		2618958	4,5	
ps120	phosphatidylserine (didodecanoyl, n-C12:0)	C30H57N1O10P1	-1	Cytosol	C02737		2618962	4,5	
pe120	phosphatidylethanolamine (didodecanoyl, n-C12:0)	C29H58N1O8P1	0	Cytosol, Periplasm	C00350		2618968	4,5	
12dgr120	1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)	C27H52O5	0	Cytosol, Periplasm	C00641		2618973	5	
cpe160	cyclopropane phosphatidylethanolamine (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)	C39H74N1O8P1	0	Cytosol			2634191	4,5	
cpe180	cyclopropane phosphatidylethanolamine (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)	C43H82N1O8P1	0	Cytosol			2634192	4,5	
cpg160	cyclopropane phosphatidylglycerol (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)	C40H74O10P1	-1	Cytosol			2634214	4,5	
cpg180	cyclopropane phosphatidylglycerol (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)	C44H82O10P1	-1	Cytosol			2634215	4,5	
tag1p-D	D-Tagatose 1-phosphate	C6H11O9P	-2	Cytosol			2703813	2	
dsbard	periplasmic protein disulfide isomerase I (reduced)	XH2	0	Periplasm			2703929	5	
dsbaox	periplasmic protein disulfide isomerase I (oxidized)	X	0	Periplasm			2703931	5	
dsbcrd	protein disulfide isomerase II (reduced)	XH2	0	Periplasm			2703933	5	
dsbdrd	fused thiol:disulfide interchange protein (reduced)	XH2	0	Cytosol			2703935	5	
dsbgrd	periplasmic disulfide isomerase/thiol-disulphide oxidase (reduced)	XH2	0	Periplasm			2703937	5	
dsbcox	protein disulfide isomerase II (oxidized)	X	0	Periplasm			2703939	5	
dsbdox	fused thiol:disulfide interchange protein (oxidized)	X	0	Cytosol			2703941	5	
dsbgox	periplasmic disulfide isomerase/thiol-disulphide oxidase (oxidized)	X	0	Periplasm			2703943	5	
progly	L-Prolinylglycine	C7H12N2O3	0	Cytosol, Extra-organism, Periplasm			2704888	5	
spc_hs	sphingosylphosphorylcholine (homo sapiens)	C23H50N2O5P	1	Cytosol, Extra-organism			2704995	2	
chsterols	cholesterol sulfate	C27H45O4S	-1	Cytosol, Endoplasmic Reticulum			2705326	2	
prgnlones	pregnenolone sulfate	C21H31O5S	-1	Cytosol, Endoplasmic Reticulum			2705327	2	
leuktrE4	leukotriene E4	C23H36NO5S	-1	Cytosol			2705740	2	
leuktrF4	leukotriene F4	C28H42N2O8S	-2	Cytosol			2705818	2	
leuktrB4wcooh	w-carboxy leukotriene B4	C20H28O6	-2	Endoplasmic Reticulum			2706566	2	
2agpe120	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0)	C17H36NO7P1	0	Cytosol, Periplasm	C05973		2706648	5	
2agpe180	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)	C23H48NO7P1	0	Cytosol, Periplasm	C05973		2706652	10,5	
2agpe160	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)	C21H44NO7P1	0	Cytosol, Periplasm	C05973		2706656	10,5	
2agpe140	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0)	C19H40NO7P1	0	Cytosol, Periplasm	C05973		2706660	5	
2agpe141	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)	C19H38NO7P1	0	Cytosol, Periplasm	C05973		2706664	5	
2agpe161	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)	C21H42NO7P1	0	Cytosol, Periplasm	C05973		2706668	5	
2agpe181	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)	C23H46NO7P1	0	Cytosol, Periplasm	C05973		2706672	5	
2agpg120	2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)	C18H36O9P1	-1	Cytosol, Periplasm			2706688	5	
2agpg140	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)	C20H40O9P1	-1	Cytosol, Periplasm			2706839	5	
2agpg160	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)	C22H44O9P1	-1	Cytosol, Periplasm			2706842	5	
2agpg180	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0)	C24H48O9P1	-1	Cytosol, Periplasm			2706845	5	
2agpg141	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)	C20H38O9P1	-1	Cytosol, Periplasm			2706848	5	
2agpg161	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)	C22H42O9P1	-1	Cytosol, Periplasm			2706851	5	
2agpg181	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1)	C24H46O9P1	-1	Cytosol, Periplasm			2706854	5	
2ddecg3p	2-dodecanoyl-sn-glycerol 3-phosphate	C15H30O7P1	-1	Cytosol, Periplasm	C03974		2706862	5	
2tdecg3p	2-tetradecanoyl-sn-glycerol 3-phosphate	C17H34O7P1	-1	Cytosol, Periplasm	C03974		2706870	5	
2hdecg3p	2-hexadecanoyl-sn-glycerol 3-phosphate	C19H38O7P1	-1	Cytosol, Periplasm	C03974		2706873	5	
2odecg3p	2-octadecanoyl-sn-glycerol 3-phosphate	C21H42O7P1	-1	Cytosol, Periplasm	C03974		2706876	5	
2tdec7eg3p	2-tetradec-7-enoyl-sn-glycerol 3-phosphate	C17H32O7P1	-1	Cytosol, Periplasm	C03974		2706879	5	
2hdec9eg3p	2-hexadec-9-enoyl-sn-glycerol 3-phosphate	C19H36O7P1	-1	Cytosol, Periplasm	C03974		2706885	5	
2odec11eg3p	2-octadec-11-enoyl-sn-glycerol 3-phosphate	C21H40O7P1	-1	Cytosol, Periplasm	C03974		2706888	5	
lpp	lipoprotein	XC16H30O1	0	Periplasm	C01834		2707630	5	
apg120	acyl phosphatidylglycerol (n-C12:0)	C42H80O11P	-1	Cytosol			2707870	5	
apg140	acyl phosphatidylglycerol (n-C14:0)	C48H92O11P	-1	Cytosol			2707888	5	
apg160	acyl phosphatidylglycerol (n-C16:0)	C54H104O11P	-1	Cytosol			2707891	5	
apg180	acyl phosphatidylglycerol (n-C18:0)	C60H116O11P	-1	Cytosol			2707894	5	
apg141	acyl phosphatidylglycerol (n-C14:1)	C48H86O11P	-1	Cytosol			2707897	5	
apg161	acyl phosphatidylglycerol (n-C16:1)	C54H98O11P	-1	Cytosol			2707900	5	
apg181	acyl phosphatidylglycerol (n-C18:1)	C60H110O11P	-1	Cytosol			2707903	5	
1agpg120	1-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)	C18H36O9P1	-1	Periplasm			2733760	5	
1agpg140	1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)	C20H40O9P1	-1	Periplasm			2733763	5	
1agpg141	1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)	C20H38O9P1	-1	Periplasm			2733766	5	
1agpg160	1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)	C22H44O9P1	-1	Periplasm			2733769	5	
1agpg161	1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)	C22H42O9P1	-1	Periplasm			2733772	5	
1agpg180	1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0)	C24H48O9P1	-1	Periplasm			2733775	5	
1agpg181	1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1)	C24H46O9P1	-1	Periplasm			2733778	5	
1agpe120	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0)	C17H36NO7P1	0	Periplasm	C04438		2733781	5	
1agpe140	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0)	C19H40NO7P1	0	Periplasm	C04438		2733785	5	
1agpe141	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)	C19H38NO7P1	0	Periplasm	C04438		2733789	5	
1agpe160	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)	C21H44NO7P1	0	Periplasm	C04438		2733793	5	
1agpe161	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)	C21H42NO7P1	0	Periplasm	C04438		2733805	5	
1agpe180	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)	C23H48NO7P1	0	Periplasm	C04438		2733809	5	
1agpe181	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)	C23H46NO7P1	0	Periplasm	C04438		2733811	5	
hdd2crn	trans-Hexadec-2-enoyl carnitine	C23H43NO4	0	Cytosol, Mitochondria			2734943	2	
mercplaccys	3-mercaptolactate-cysteine disulfide	C6H10O5S2N	-1	Cytosol, Extra-organism			2742951	2	
tststerones	testosterone sulfate	C19H27O5S	-1	Cytosol, Extra-organism			2794968	2	
5adtststerones	5alpha-Dihydrotestosterone sulfate	C19H29O5S	-1	Cytosol, Extra-organism			2794980	2	
dmhptcrn	2,6 dimethylheptanoyl carnitine	C16H35NO4	0	Cytosol, Extra-organism, Mitochondria			2795022	2	
ptd1ino160	phosphatidyl 1D myo inositol	C41H78O13P	-1	Cytosol			2830670	10	
mocdca	10-methylstearic acid	C19H37O2	-1	Cytosol			2920062	10	
mstrACP	10methyl stearyoyl-ACP	C30H57N2O8PRS	-1	Cytosol			2920094	10	
pa160190	1,2-sn-glycerol 3-phosphate	C38H73O8P	-2	Cytosol			2920096	10	
