abbreviation	name	synonyms	equation	subsystem	compartment	ecnumber	reversible	translocation	internal_id	confidence_score	notes	
AGM4PCPpp	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase (periplasmic)		[p] : anhgm4p + h2o --> ala-D + anhgm3p	Murein Recycling	Periplasm		Irreversible	N	2328305	2	the periplasmic enzyme is unknown//cytoplasmic is LdcA	
GUAtpp	Guanine transport via diffusion (periplasm)		gua[p] <==> gua[c]	Transport, Inner Membrane	Cytosol, Periplasm		Reversible	Y	1914452	0	JLR- not sure about the reaction 	
SERD_L	L-serine deaminase		[c] : ser-L --> nh4 + pyr	Glycine and Serine Metabolism	Cytosol	4.3.1.17	Irreversible	N	142793	0		
THMDtex	thymidine transport via diffusion (extracellular to periplasm)		thymd[e] <==> thymd[p]	Transport, Outer Membrane Porin	Extra-organism, Periplasm		Reversible	Y	1916113		molecule less than 600 Da, assumed passive diffusion through outer membrane porin.  See PMID: 14665678 for porin review.  AMF	
CLPNH161pp	cardiolipin hydrolase (periplasm, n-C16:1)	phospholipase D	[p] : clpn161 + h2o --> h + pa161 + pg161	Glycerophospholipid Metabolism	Periplasm		Irreversible	N	2706546	2	PMID: 360//characterizes phospholipase D activity in E. coli.  The gene responsible is not characterized and it is not known if the reaction takes place on the inner membrane or on outer membrane or both.////PMID: 10634942 states that neither cls nor ybhO have cardiolipin hydrolase activity//AMF	
DSBAO2	DsbA protein reoxidation reaction (anaerobic)		dsbard[p] + mqn8[c] --> dsbaox[p] + mql8[c]	Unassigned	Cytosol, Periplasm		Irreversible	Y	2703950	4	DsbA acts on proteins, DsbB acts on DsbA//a figure is in PMID: 16040611//AMF	
MLDCP1Bpp	murein L,D-carboxypeptidase (murein4p4p) (periplasm)		[p] : h2o + murein4p4p --> ala-D + murein4p3p	Murein Biosynthesis	Periplasm	3.4.17.13	Irreversible	N	2605252	2	described activity in neid. pg. 1032//the periplasmic L,D-carboxypeptidase or L,D-dicarboxybpeptidase have not been identified//(LdcA is the cytoplasmic L,D-carboxypeptidase)//The presence of the ddp operon supports that periplasmic activity exists as well PMID: 10500118	
GALCTLO	L-galactonate oxidoreductase		[c] : galctn-L + nad --> h + nadh + tagur	Alternate Carbon Metabolism	Cytosol		Irreversible	N	3138567	4	characterized by Reed et al., Systems Approach to Genome Annotation: Prediction and Validation of Metabolic Functions, 2006////reaction mechanism taken from PMID: 381020////AMF	
AM3PA	anhydrous-N-Acetylmuramyl-tripeptide amidase		[c] : anhm3p + h2o --> LalaDgluMdap + anhm	Murein Recycling	Cytosol		Irreversible	N	2328717	4	AmpD is cylosolic//PMID: 15901686	
PLIPA2G181pp	Phospholipase A2 (phosphatidylglycerol, n-C18:1) (periplasm)		[p] : h2o + pg181 --> 1agpg181 + h + ocdcea	Glycerophospholipid Metabolism	Periplasm	3.1.1.4	Irreversible	N	2733895	2	PMID: 4946924 gives evidence for activity on pc, pe, pg, cardiolipin and this gene is hypothesized to be pldA by PMID: 14002//JLR////PMID: 2653433 characterizes pldA and states that although it can act as a phospholipase A1 or A2 or lysophospholipase L1 or L2 the enzyme will initially act as a phospholipase A1 in the Ecoli envelope where it is embeded in phopsholipids.  Also states a broad specificity.////From PMID: 11080680 ¿ Review on PldA//`The enzyme is strictly calcium dependent and displays a broad substrate specificity. Besides phospholipase A1 and A2 activity the enzyme also harbours lysophospholipase A1 and A2 activity, and mono- and diacylglyceride lipase activity. The minimal substrate requirements of the enzyme are a more or less polar head group esterified to an acyl chain of at least 14 carbon atoms.¿ ¿ enzyme assigned to act on n-C12 as well.////PldA was assigned to A2 activity as well (see TesA gene reaction)////Not sure which face of the membrane the active site of the enzyme lies.////AMF	
DHFS	dihydrofolate synthase		[c] : atp + dhpt + glu-L --> adp + dhf + h + pi	Cofactor and Prosthetic Group Biosynthesis	Cytosol	6.3.2.12	Irreversible	N	1831352	0		
HEPK2	LPS heptose kinase II (LPS core synthesis)		[c] : atp + hphhlipa --> adp + h + phphhlipa	Lipopolysaccharide Biosynthesis / Recycling	Cytosol		Irreversible	N	2374950	4	The sequence of HEPK1 --> HEPT3 --> HEPK2 is well established ( WaaPQY)////review is excellent with diagram of core LPS oligosaccharide and pointing to specific papers//see PMID: 12045108////see specifically PMID: 11054112//for WaaPQY	
EDTXS3	Endotoxin Synthesis (palmitoleoyl ACP)		[c] : hdeACP + kdo2lipid4 --> ACP + kdo2lipid4p	Lipopolysaccharide Biosynthesis / Recycling	Cytosol		Irreversible	N	1512479	4		
VPAMT	Valine-pyruvate aminotransferase	Transaminase C	[c] : 3mob + ala-L --> pyr + val-L	Alanine and Aspartate Metabolism	Cytosol	2.6.1.66	Irreversible	N	1439449	0	NH indicates that this reaction is reversible	
CU2tex	copper (Cu+2) transport via diffusion (extracellular to periplasm)		cu2[e] <==> cu2[p]	Transport, Outer Membrane Porin	Extra-organism, Periplasm		Reversible	Y	2386801		molecule less than 600 Da, assumed passive diffusion through outer membrane porin.  See PMID: 14665678 for porin review.  AMF	
CYANST	Cyanide sulfurtransferase	rhodanase, rhodanese;, thiosulfate cyanide transsulfurase;, thiosulfate sulfurtransferase;, thiosulfate thiotransferase;, thiosulfate:cyanide sulfurtransferase	[c] : cyan + tsul --> h + so3 + tcynt	Unassigned	Cytosol	2.8.1.1	Irreversible	N	1529992	4		
ACONIs	aconitate isomerase (spontaneous)	aconitate delta-isomerase;, aconitate isomerase	[c] : acon-T <==> acon-C	Unassigned	Cytosol	5.3.3.7	Reversible	N	2734373	3	predicted to be spontaneous PMID: 10224113//AMF	
LPLIPAL2ATE180	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:0)		[c] : 2agpe180 + pg180 --> apg180 + g3pe	Glycerophospholipid Metabolism	Cytosol		Irreversible	N	2707956	3	PMID: 3908447//characterizes the enzyme to act on 2-acyl glycerophosphoethanolamine and -choline, but will not act on diacylphospholipids.  Assumed to act on -glycerol and -OH.//The enzyme also catalyzes the transfer of an acyl group from a lysophospholipid to phosphatidylglycerol for the formation of acyl phosphatidylglycerol (shown to be a small component on the membrane).//no specific mention of which side of the inner membrane the active site of the PldB enzyme is on.//AMF	
SADH	Succinylarginine dihydrolase		[c] : (2) h + (2) h2o + sucarg --> co2 + (2) nh4 + sucorn	Arginine and Proline Metabolism	Cytosol	2.6.1.69	Irreversible	N	1528417	4		
Htex	proton transport via diffusion (extracellular to periplasm)		h[e] <==> h[p]	Transport, Outer Membrane Porin	Extra-organism, Periplasm		Reversible	Y	1915921		molecule less than 600 Da, assumed passive diffusion through outer membrane porin.  See PMID: 14665678 for porin review.  AMF	
DRPA	deoxyribose-phosphate aldolase		[c] : 2dr5p --> acald + g3p	Alternate Carbon Metabolism	Cytosol	4.1.2.4	Irreversible	N	137601	0		
SUCRtex	sucrose transport transport via diffusion (extracellular to periplasm)		sucr[e] <==> sucr[p]	Transport, Outer Membrane Porin	Extra-organism, Periplasm		Reversible	Y	1916098	4	molecule less than 600 Da, assumed passive diffusion through outer membrane porin.  See PMID: 14665678 for porin review.  AMF	
EDTXS2	Endotoxin Synthesis (myristoyl transferase)		[c] : kdo2lipid4L + myrsACP --> ACP + lipa	Lipopolysaccharide Biosynthesis / Recycling	Cytosol		Irreversible	N	1512474	0		
PSERT	phosphoserine transaminase		[c] : 3php + glu-L --> akg + pser-L	Glycine and Serine Metabolism	Cytosol	2.6.1.52	Irreversible	N	602226	0		
TMDPP	thymidine phosphorylase		[c] : pi + thymd <==> 2dr1p + thym	Nucleotide Salvage Pathway	Cytosol	2.4.2.4	Reversible	N	145509	0		
FECRMUtpp	ferrichrome (minus Fe) secretion (to periplasm)		fecrm-un[c] + h[p] --> fecrm-un[p] + h[c]	Inorganic Ion Transport and Metabolism	Cytosol, Periplasm		Irreversible	Y	2305553	2	transport mechanism not know, but necessary - K-12 ecoli do not produce nor degrade aerobactin, just utilze Fe it sequesters.//may not use proton antiport - just put in system to approximate energy expense//MKA////transport mech unknown - proton antiport assumed for inner and outer membranes//AMF	
ASNNpp	L-asparaginase		[p] : asn-L + h2o --> asp-L + nh4	Alanine and Aspartate Metabolism	Periplasm	3.5.1.1	Irreversible	N	2324595	4	moved to periplasm from PSORT and EcoCyc data	
PG161abcpp	phosphatidylglycerol transport via ABC system (n-C16:1, periplasm)		atp[c] + h2o[c] + pg161[c] --> adp[c] + h[c] + pg161[p] + pi[c]	Transport, Inner Membrane	Cytosol, Periplasm		Irreversible	Y	2705951	1	PMID: 15304478 suggests that MsbA facilitates the rapid translocation of some lipids from the cytoplasmic to the periplasmic side of the inner membrane in living cells.//no specific mention of://pa//pg//pgp//but PMID: 15890883 does mention that MsbA will transport://pe////personal communication (Charles Rock, Jan. 7 06): 'MsbA is an interesting issue.  It certainly transports the lipid A molecule.  In msbA mutants, PE also accumulates inside the cell//suggesting that PE is also transported by MsbA.  However, some scientists think this may not be the case and the accumulation of PE inside the cell in msbA mutants arises from it sticking to the lipid A that is not moved out of the cell, so the phenotype is not due to a PE transport defect.  This implies the existence of another transporter that moves phospholipids, but it has not been identified. So we wait for more definitive experiments.'//AMF	
MALTabcpp	maltose transport via ABC system (periplasm)		atp[c] + h2o[c] + malt[p] --> adp[c] + h[c] + malt[c] + pi[c]	Transport, Inner Membrane	Cytosol, Periplasm		Irreversible	Y	1912525	4		
AGMtex	agmatine transport via diffusion (extracellular to periplasm)		agm[e] <==> agm[p]	Transport, Outer Membrane Porin	Extra-organism, Periplasm		Reversible	Y	1915060		molecule less than 600 Da, assumed passive diffusion through outer membrane porin.  See PMID: 14665678 for porin review.  AMF	
PG120abcpp	phosphatidylglycerol transport via ABC system (n-C12:0, periplasm)		atp[c] + h2o[c] + pg120[c] --> adp[c] + h[c] + pg120[p] + pi[c]	Transport, Inner Membrane	Cytosol, Periplasm		Irreversible	Y	2705919	1	PMID: 15304478 suggests that MsbA facilitates the rapid translocation of some lipids from the cytoplasmic to the periplasmic side of the inner membrane in living cells.//no specific mention of://pa//pg//pgp//but PMID: 15890883 does mention that MsbA will transport://pe////personal communication (Charles Rock, Jan. 7 06): 'MsbA is an interesting issue.  It certainly transports the lipid A molecule.  In msbA mutants, PE also accumulates inside the cell//suggesting that PE is also transported by MsbA.  However, some scientists think this may not be the case and the accumulation of PE inside the cell in msbA mutants arises from it sticking to the lipid A that is not moved out of the cell, so the phenotype is not due to a PE transport defect.  This implies the existence of another transporter that moves phospholipids, but it has not been identified. So we wait for more definitive experiments.'//AMF	
DMSOR2pp	Dimethyl sulfoxide reductase (Demethylmenaquinol 8) (periplasm)		2dmmql8[c] + dmso[p] --> 2dmmq8[c] + dms[p] + h2o[p]	Oxidative Phosphorylation	Cytosol, Periplasm		Irreversible	Y	1914413	4	assumed torZ uses same quinones as torA	
FORt2pp	formate transport via proton symport (uptake only, periplasm)		for[p] + h[p] --> for[c] + h[c]	Transport, Inner Membrane	Cytosol, Periplasm		Irreversible	Y	2374341	1	state that formate is probably taken up by a proton gradient//PMID: 15848284////also, transport database states that uptake is probably by symport, but less sure about transport out, probably by antiport or excahange//http://www.tcdb.org/tcdb/tcfamilybrowse.php?tcname=2.A.44////FocB is similar to FocA, so it is assigned the same function////AMF	
PGPP141	phosphatidylglycerol phosphate phosphatase (n-C14:1)	PGP phosphatase, phosphatidylglycerol phosphatase;, phosphatidylglycerol phosphate phosphatase;, phosphatidylglycerophosphatase;	[c] : h2o + pgp141 --> pg141 + pi	Glycerophospholipid Metabolism	Cytosol	3.1.3.27	Irreversible	N	2617892	3	from PMID: 2846511//PGPP activity is higher in the cytoplasmic membrane than the outer membrane, whereas PAPA activities are higher in the outer membrane.//It appears that PgpA activity is for PAPA where PgpB activity is for both PAPA and PGP.//PgpB is known to be located in both the inner and outer membrane, pgpA is acitve in the inner membrane.  However, it is not know which side of the membranes the active site for each of the enzymes is on.////removal of the phosphate moiety from PG-phosphate, is indeterminate because at least three different enzymes (PgpA, PgpB, and an unknown protein) are thought to catalyze this hydrolytic step.//PMID: 14527277////PMID: 9370315 states gene responsible is pgpB in E coli////reactions are set up to act on FA with two identical -acyl chain lengths////AMF	
FEOXAMR3	ferroxamine reductase		[c] : (2) feoxam + rbflvrd --> (2) fe2 + (2) feoxam-un + (2) h + ribflv	Inorganic Ion Transport and Metabolism	Cytosol		Irreversible	N	2262802	3	reaction can involve any flavin (FAD, FMN, Ribflv).  indirectly (?) catalyzed by Fre.  FAD may be prefered////ferroxamine is a siderophore - an iron-uptake molecule secreted by other micro-organisms.  Not produced by K-12, just ingest it and remove the Fe before re-secreting the siderophore to collect more Fe from the environment.////MKA	
DKMPPD	2,3-diketo-5-methylthio-1-phosphopentane degradation reaction		[c] : dkmpp + h2o + o2 --> 2kmb + for + (2) h + pi	Arginine and Proline Metabolism	Cytosol		Irreversible	N	1450957	0	JLR-based on B.subtilis paper  needed h2o and h to balance//JLR- no gene was assigned//taken from the methionine salvage pathway in Bacillus subtilis  PMID: 12022921//AMF	
TMK	thiamine kinase		[c] : atp + thm --> adp + h + thmmp	Cofactor and Prosthetic Group Biosynthesis	Cytosol	2.7.1.89	Irreversible	N	1531907	4	see PMID: 15150256//AMF//	
ALPATG160pp	apolipoprotein N-acyltransferase (phosphatidylglycerol, periplasm)		[p] : alpp + pg160 --> 2agpg160 + lpp	Unassigned	Periplasm		Irreversible	N	2707693	3	PMID: 2033085 states that phosphatidylethanolamine and other major phospholipids such as phosphatidylglycerol and cardiolipin can serve as the donor of fatty acid in the N-acylation of apolipoprotein (Cardiolipin was not added as a substrate, but could be).//Only palmitate was mentioned as the acyl- chain length that was transfered, however other acyl- chain lenghts could be transfered as well.//Lpp added to GPR since it participates in the reaction as a metabolit.//AMF	
LYXt2pp	L-Lyxose transport via proton symport (periplasm)		h[p] + lyx-L[p] --> h[c] + lyx-L[c]	Transport, Inner Membrane	Cytosol, Periplasm		Irreversible	Y	1912509	4	Lyxose can be used as a carbon source if the lyx gene becomes non-cryptic.	
MAN6PI	mannose-6-phosphate isomerase		[c] : man6p <==> f6p	Alternate Carbon Metabolism	Cytosol	5.3.1.8	Reversible	N	136968	0		
DTMPK	dTMP kinase		[c] : atp + dtmp <==> adp + dtdp	Nucleotide Salvage Pathway	Cytosol	2.7.4.9	Reversible	N	144512	0		
HACD5i	3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA)		[c] : 3hddcoa + nad --> 3oddcoa + h + nadh	Membrane Lipid Metabolism	Cytosol	1.1.1.35	Irreversible	N	1723964	4		
MMETtex	S-methyl-L-methionine transport via diffusion (extracellular to periplasm)		mmet[e] <==> mmet[p]	Transport, Outer Membrane Porin	Extra-organism, Periplasm		Reversible	Y	2386766		molecule less than 600 Da, assumed passive diffusion through outer membrane porin.  See PMID: 14665678 for porin review.  AMF	
2AGPEAT181	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:1)	acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase	[c] : 2agpe181 + atp + ocdcea --> amp + pe181 + ppi	Glycerophospholipid Metabolism	Cytosol	2.3.1.40	Irreversible	N	2707680	4	Aas proven to act on acyl-lysophosphoethanolamine and this is the substrate discussed for the enzyme, but most likely acts on other lipids as well a evident in the increased inorporation of exogenous lysophospholipids in the membrane with overexpression, such as exogenous 2-acyl-GP-choline that was argued to be a substrate for aas in PMID: 8300626//enzyme was also shown to function on the cytosolic side of the inner membrane//AMF	
