Species, Gene
CHP, CPSIT_0377 CPSIT_0378
PCU, pc0266(ptsN) pc0267(ptsN)
PUV, PUV_04810 PUV_04820(ptsN)
WCH, wcw_0245(ptsN1) wcw_0246(ptsN2)
SNG, SNE_A04400(PTSN2) SNE_A04520(PTSN)
BBU, BB0116 BB0408 BB0559 BB0629 BB0645 BBB05 BBB06 BBB29
BBZ, BbuZS7_0116 BbuZS7_0411 BbuZS7_0569 BbuZS7_0649 BbuZS7_0665 BbuZS7_B05(chbA) BbuZS7_B06(chbB)
BGA, BG0117(malX) BG0410(fruA-1) BG0569(crr) BG0650(fruA-2) BG0668(ptsG) BGB05(celC) BGB06(celA) BGB26(malX)
BAF, BAPKO_0117(malX-1) BAPKO_0425(fruA-1) BAPKO_0588(crr) BAPKO_0671(fruA-2) BAPKO_0689(ptsG) BAPKO_5004(celC) BAPKO_5005(celA) BAPKO_5027(malX-2)
BTU, BT0116 BT0408 BT0559 BT0629 BT0645 BT0826A
BHR, BH0116 BH0408 BH0559 BH0629 BH0645 BH0826A
BDU, BDU_119(malX) BDU_13011(malX) BDU_402(fruA-1) BDU_561(crr) BDU_633(fruA-2) BDU_648(ptsG) BDU_838(nagE)
BRE, BRE_406(fruA-1) BRE_564(crr) BRE_6010(malX) BRE_636(fruA-2) BRE_651(ptsG) BRE_836(nagE)
TPA, TP0085 TP0755
TPP, TPASS_0085(ptsN1) TPASS_0755(ptsN2)
TDE, TDE0062 TDE1079
TSU, Tresu_0404 Tresu_1466 Tresu_1607 Tresu_1627
TBE, Trebr_1663 Trebr_1705 Trebr_2220 Trebr_2259
TAZ, TREAZ_0853 TREAZ_1767 TREAZ_2885 TREAZ_3399
TPI, TREPR_0466 TREPR_0467 TREPR_0489 TREPR_0959 TREPR_1145 TREPR_1779 TREPR_2954 TREPR_2965 TREPR_2968
TPL, TPCCA_0085 TPCCA_0755(ptsN)
SSM, Spirs_2698 Spirs_3104 Spirs_3559 Spirs_3560 Spirs_3765 Spirs_3914 Spirs_3988
STA, STHERM_c03730 STHERM_c03740 STHERM_c22360
SBU, SpiBuddy_1152 SpiBuddy_2672
SCC, Spico_0753
SCD, Spica_1045 Spica_1823 Spica_2251 Spica_2253 Spica_2569
LIL, LA_0632(ptsN)
LIC, LIC12955(ptsN)
LBJ, LBJ_2334(ptsN)
LBL, LBL_0774(ptsN)
LBI, LEPBI_I2838(ptsN)
LBF, LBF_2740(ptsN)
BHY, BHWA1_00076 BHWA1_00272(nagE) BHWA1_00503 BHWA1_00603(sgaB) BHWA1_01009(fruA) BHWA1_01074 BHWA1_01369 BHWA1_01370 BHWA1_01755 BHWA1_01759 BHWA1_01771 BHWA1_01902 BHWA1_02203(ptsG) BHWA1_02513(celC) BHWA1_02516(celA)
BRM, Bmur_0077 Bmur_0289 Bmur_0588 Bmur_0681 Bmur_0685 Bmur_1272 Bmur_1810 Bmur_2105 Bmur_2750 Bmur_2751
BPO, BP951000_0254(glvC) BP951000_0409(nagE) BP951000_0587(ptsG) BP951000_1084(sgaB) BP951000_1085(ptsN) BP951000_1089(sgaB) BP951000_1120(fruA) BP951000_1602 BP951000_1631 BP951000_1637(celC) BP951000_2029(sgaB) BP951000_2136
SRU, SRU_0838
RMR, Rmar_1620
FSU, Fisuc_1572
FNU, FN0631 FN0632 FN0915 FN1441 FN1491 FN1547 FN1926
LBA, Lebu_0457 Lebu_0567 Lebu_0588 Lebu_0589 Lebu_0834 Lebu_0836 Lebu_0857 Lebu_1003 Lebu_1004 Lebu_1372 Lebu_1527 Lebu_1906 Lebu_1946 Lebu_2238
STR, Sterm_0033 Sterm_0037 Sterm_0123 Sterm_0129 Sterm_0131 Sterm_0143 Sterm_0144 Sterm_0214 Sterm_0474 Sterm_0568 Sterm_1064 Sterm_1072 Sterm_1091 Sterm_1202 Sterm_1458 Sterm_1464 Sterm_1465 Sterm_1573 Sterm_1616 Sterm_1721 Sterm_1732 Sterm_1733 Sterm_1845 Sterm_1847 Sterm_1935 Sterm_1966 Sterm_1993 Sterm_2096 Sterm_2097 Sterm_2137 Sterm_2418 Sterm_2435 Sterm_2490 Sterm_2491 Sterm_2548 Sterm_2752 Sterm_2753 Sterm_2958 Sterm_3008 Sterm_3067 Sterm_3158 Sterm_3159 Sterm_3188 Sterm_3189 Sterm_3205 Sterm_3241 Sterm_3242 Sterm_3254 Sterm_3323 Sterm_3331 Sterm_3332 Sterm_3347 Sterm_3348 Sterm_3367 Sterm_3368 Sterm_3387 Sterm_3396 Sterm_3399 Sterm_3406 Sterm_3407 Sterm_3428 Sterm_3429 Sterm_3457 Sterm_3458 Sterm_3468 Sterm_3474 Sterm_3475 Sterm_3553 Sterm_3554 Sterm_3592 Sterm_3657 Sterm_3696 Sterm_3717 Sterm_3722 Sterm_3751 Sterm_3753 Sterm_3758 Sterm_3774 Sterm_3775 Sterm_3832 Sterm_3834 Sterm_3863 Sterm_3864 Sterm_3957 Sterm_4099
SMF, Smon_0110 Smon_0150 Smon_0153 Smon_0197 Smon_0198 Smon_0267 Smon_0407 Smon_0614 Smon_0836 Smon_0971 Smon_1149 Smon_1150 Smon_1321 Smon_1322 Smon_1349 Smon_1353
IPO, Ilyop_0475 Ilyop_0739 Ilyop_0751 Ilyop_1082 Ilyop_1132 Ilyop_1133 Ilyop_1135 Ilyop_1253 Ilyop_1366 Ilyop_2271 Ilyop_2272
OTE, Oter_1577 Oter_2455 Oter_2542
AMU, Amuc_2048
GAU, GAU_1478 GAU_1741(fruA)
RBA, RB5795(ptsN) RB8584(fruA)
PSL, Psta_2434
PLM, Plim_0361 Plim_2395
PBS, Plabr_3497 Plabr_4714
IPA, Isop_0370 Isop_1109
EMI, Emin_0126 Emin_0127 Emin_0921 Emin_1067 Emin_1103 Emin_1349 Emin_1350
RSD, TGRD_432 TGRD_434 TGRD_435
TAI, Taci_0234 Taci_0332 Taci_1459 Taci_1682 Taci_1684 Taci_1717
CYC, PCC7424_4921
CYJ, Cyan7822_3810
NPU, Npun_R1176
NAZ, Aazo_5089
CTE, CT0235
CPC, Cpar_1799
CCH, Cag_1468
CPH, Cpha266_0363
CPB, Cphamn1_0396
CLI, Clim_0294
PVI, Cvib_0695
PLT, Plut_1787
PPH, Ppha_0392
PAA, Paes_0361
CTS, Ctha_0013
RRS, RoseRS_1770
RCA, Rcas_2048
CAU, Caur_0801 Caur_0803 Caur_1328 Caur_1329 Caur_1330
CAG, Cagg_2895 Cagg_2897
CHL, Chy400_0867 Chy400_0869 Chy400_1450 Chy400_1452
HAU, Haur_1526 Haur_1528 Haur_4712 Haur_4714
DRA, DR_B0073
DGE, Dgeo_2173 Dgeo_2175 Dgeo_2620
DDR, Deide_20750 Deide_20770
DMR, Deima_0543 Deima_1920 Deima_1922
DPT, Deipr_0437 Deipr_1782 Deipr_2094 Deipr_2221 Deipr_2223
TRQ, TRQ2_0639 TRQ2_0640
TNP, Tnap_0929 Tnap_0930
DTH, DICTH_0086
DDF, DEFDS_1046 DEFDS_1049 DEFDS_1050
DAP, Dacet_1311 Dacet_1314 Dacet_1315 Dacet_2355
CNI, Calni_1424 Calni_1425 Calni_1428
FSI, Flexsi_0986 Flexsi_0989 Flexsi_0990
TID, Thein_1404 Thein_1406
HMA, pNG7388(ptsA) pNG7392(ptsB)
HTU, Htur_2758 Htur_2759
HVO, HVO_1498(fruA2) HVO_1499 HVO_2102 HVO_2104
HJE, HacjB3_10170 HacjB3_10175
TPE, Tpen_1097 Tpen_1098
