H2O,C00001,H2O2,C00027,0.75
17beta-Hydroxy-7alpha-methylandrost-4-en-3-one,C14588,17beta-Hydroxy-4-methylandrost-4-en-3-one,C15412,0.847826086957
"Estra-1,3,5(10),6-tetraen-3,17beta-diol",C14590,"1-Methylestra-1,3,5(10),6-tetraene-3,17beta-diol",C15255,0.8125
"3-Methoxyestra-1,3,5(10)-triene-16alpha,17alpha-diol",C14593,"3-Methoxyestra-1,3,5(10)-triene-16alpha,17beta-diol",C15216,0.903846153846
"3alpha,17alpha,21-Trihydroxy-5beta-pregnan-20-one",C14594,"3alpha,17alpha-Dihydroxy-5beta-pregnan-20-one",C14609,0.897959183673
"3alpha,17alpha,21-Trihydroxy-5beta-pregnan-20-one",C14594,"3alpha,12alpha-Dihydroxy-5beta-pregnan-20-one",C15391,0.877551020408
"3alpha,17alpha,21-Trihydroxy-5beta-pregnan-20-one",C14594,"3alpha,6alpha-Dihydroxy-5beta-pregnan-20-one",C14608,0.857142857143
"3alpha,17alpha,21-Trihydroxy-5beta-pregnan-20-one",C14594,"3alpha,11beta,17alpha-Trihydroxy-5beta-pregnan-20-one",C15403,0.792452830189
"3alpha,17alpha,21-Trihydroxy-5beta-pregnan-20-one",C14594,"3alpha,12alpha-Dihydroxy-5beta-pregnan-20-one diacetate",C15272,0.709090909091
4-Methoxy-alpha-[4-[2-(diethylamino)ethoxy]phenyl]-alpha-phenylbenzeneethanol,C14596,4-Chloro-alpha-[4-[2-(diethylamino)ethoxy]phenyl]-alpha-phenylbenzeneethanol,C15067,0.922077922078
"2,3-Bis(p-methoxyphenyl)acrylonitrile",C14597,"2,3-Bis(p-hydroxyphenyl)acrylonitrile",C14903,0.864864864865
"3alpha,17alpha-Dihydroxy-5beta-pregnane-11,20-dione",C14598,"3alpha,17alpha-Dihydroxy-5beta-pregnan-20-one",C14609,0.862745098039
16alpha-Hydroxytestosterone,C14600,15alpha-Hydroxytestosterone,C14649,0.925925925926
16alpha-Hydroxytestosterone,C14600,11alpha-Hydroxytestosterone,C15306,0.925925925926
16alpha-Hydroxytestosterone,C14600,16alpha-Hydroxycorticosterone,C15034,0.793103448276
16alpha-Hydroxytestosterone,C14600,11beta-Hydroxytestosterone,C18075,0.777777777778
Aminohydroquinone,C14604,m-Hydroquinone,C01751,0.705882352941
Metholone,C14605,Oxymetholone,C07393,0.75
17beta-Hydroxy-2alpha-methyl-5alpha-androstan-3-one,C14605,17beta-Hydroxy-4alpha-methyl-5alpha-androstan-3-one,C15252,0.960784313725
17beta-Hydroxy-2alpha-methyl-5alpha-androstan-3-one,C14605,"17beta-Hydroxy-2alpha,17-dimethyl-5alpha-androstan-3-one",C15099,0.892857142857
17beta-Hydroxy-2alpha-methyl-5alpha-androstan-3-one,C14605,17beta-Hydroxy-2alpha-methyl-5alpha-estran-3-one,C15326,0.862745098039
17beta-Hydroxy-2alpha-methyl-5alpha-androstan-3-one,C14605,"11beta,17beta-Dihydroxy-17-methyl-5alpha-androstan-3-one",C15349,0.732142857143
17beta-Hydroxy-2alpha-methyl-5alpha-androstan-3-one,C14605,17beta-Hydroxy-6beta-methyl-5alpha-androstan-3-one propionate,C15331,0.72131147541
17beta-Hydroxy-2alpha-methyl-5alpha-androstan-3-one,C14605,17beta-Hydroxy-2alpha-(methoxymethyl)-17-methyl-5alpha-androstan-3-one,C14919,0.714285714286
17beta-Hydroxy-2alpha-methyl-5alpha-androstan-3-one,C14605,17beta-Hydroxy-2alpha-(hydroxymethyl)-17-methyl-5alpha-androstan-3-one,C15137,0.714285714286
11beta-Hydroxyandrosterone,C14606,11beta-Hydroxytestosterone,C18075,0.807692307692
Testosterone decanoate,C14607,Testosterone isocaproate,C14663,0.75
17beta-Hydroxyandrost-4-en-3-one decanoate,C14607,"17beta-Hydroxyandrost-4-ene-3,11-dione propionate",C15009,0.734693877551
17beta-Hydroxyandrost-4-en-3-one decanoate,C14607,4-Fluoro-17beta-hydroxyandrost-4-en-3-one propionate,C15088,0.711538461538
"3alpha,6alpha-Dihydroxy-5beta-pregnan-20-one",C14608,"3alpha,17alpha-Dihydroxy-5beta-pregnan-20-one",C14609,0.933333333333
"3alpha,6alpha-Dihydroxy-5beta-pregnan-20-one",C14608,"3alpha,12alpha-Dihydroxy-5beta-pregnan-20-one",C15391,0.933333333333
"3alpha,6alpha-Dihydroxy-5beta-pregnan-20-one",C14608,"3alpha,11beta,17alpha-Trihydroxy-5beta-pregnan-20-one",C15403,0.792452830189
"3alpha,6alpha-Dihydroxy-5beta-pregnan-20-one",C14608,"3alpha,12alpha-Dihydroxy-5beta-pregnan-20-one diacetate",C15272,0.763636363636
"3alpha,6alpha-Dihydroxy-5beta-pregnan-20-one",C14608,"3alpha,6alpha-Dihydroxy-5beta-cholanic acid",C15517,0.704545454545
6alpha-Hydroxypregnanolone,C14608,16alpha-Hydroxypregnenolone,C06390,0.888888888889
6alpha-Hydroxypregnanolone,C14608,16alpha-Hydroxyprogesterone,C03748,0.703703703704
"3alpha,17alpha-Dihydroxy-5beta-pregnan-20-one",C14609,"3alpha,12alpha-Dihydroxy-5beta-pregnan-20-one",C15391,0.955555555556
"3alpha,17alpha-Dihydroxy-5beta-pregnan-20-one",C14609,"3alpha,11beta,17alpha-Trihydroxy-5beta-pregnan-20-one",C15403,0.830188679245
"3alpha,17alpha-Dihydroxy-5beta-pregnan-20-one",C14609,"3alpha,12alpha-Dihydroxy-5beta-pregnan-20-one diacetate",C15272,0.781818181818
(+)-Muconolactone,C14610,(+)-Galanolactone,C17498,0.764705882353
6-(Pentylthio)purine,C14614,6-(Ethylthio)purine,C14623,0.8
6-(Pentylthio)purine,C14614,6-(Allylthio)purine,C15348,0.8
6-(Pentylthio)purine,C14614,6-(Isopropylthio)purine,C15347,0.739130434783
6-Amylmercaptopurine,C14614,6-Methylmercaptopurine,C16614,0.818181818182
"17beta-Hydroxy-17-methylandrost-4-ene-3,11-dione",C14615,"9-Bromo-17beta-hydroxy-17-methylandrost-4-ene-3,11-dione",C15371,0.857142857143
"17beta-Hydroxy-17-methylandrost-4-ene-3,11-dione",C14615,"9-Chloro-17beta-hydroxy-17-methylandrost-4-ene-3,11-dione",C15407,0.842105263158
"17beta-Hydroxy-17-methylandrost-4-ene-3,11-dione",C14615,"17beta-Hydroxy-17-methyl-5alpha-androstane-3,11-dione",C15354,0.754716981132
"17beta-Hydroxy-17-methylandrost-4-ene-3,11-dione",C14615,"9-Fluoro-17beta-hydroxy-6alpha,17-dimethylandrost-4-ene-3,11-dione",C15091,0.727272727273
"17beta-Hydroxy-17-methylandrost-4-ene-3,11-dione",C14615,"17beta-Hydroxy-17-methylandrosta-4,9(11)-dien-3-one",C14684,0.725490196078
"17beta-Hydroxy-17-methylandrost-4-ene-3,11-dione",C14615,"9alpha-Fluoro-17beta-hydroxy-17alpha-methylandrost-4-ene-3,11-dione",C14621,0.716417910448
"(3alpha,5beta,11beta,17beta)-9-Fluoro-17-methylandrostane-3,11,17-triol",C14616,"(3beta,5alpha,11beta,17beta)-9-Fluoro-17-methylandrostane-3,11,17-triol",C14883,0.87323943662
"6alpha-Fluoro-11beta,17alpha,21-trihydroxypregna-1,4-diene-3,20-dione",C14618,"9-Fluoro-11beta,16alpha,17-trihydroxypregna-1,4-diene-3,20-dione",C15361,0.855072463768
"2-Acetamido-6H-dibenzo[b,d]pyran-6-one",C14620,"3-Amino-6H-dibenzo[b,d]pyran-6-one",C14952,0.789473684211
6-(Ethylthio)purine,C14623,6-(Allylthio)purine,C15348,0.842105263158
6-Ethylmercaptopurine,C14623,6-Methylmercaptopurine,C16614,0.954545454545
9alpha-Fluoro-6alpha-methylprednisolone 21-acetate,C14625,9alpha-Fluoro-6alpha-methylprednisolone,C15319,0.76
"14alpha,17beta-Dihydroxyandrost-4-en-3-one",C14627,"15alpha,17beta-Dihydroxyandrost-4-en-3-one",C14649,0.952380952381
"14alpha,17beta-Dihydroxyandrost-4-en-3-one",C14627,"11alpha,17beta-Dihydroxyandrost-4-en-3-one",C15306,0.952380952381
"14alpha,17beta-Dihydroxyandrost-4-en-3-one",C14627,"11alpha,17beta-Dihydroxyandrost-4-en-3-one diacetate",C15372,0.769230769231
"14alpha,17beta-Dihydroxyandrost-4-en-3-one",C14627,19-Chloro-17beta-hydroxyandrost-4-en-3-one,C15024,0.761904761905
"14alpha,17beta-Dihydroxyandrost-4-en-3-one",C14627,2alpha-Fluoro-17beta-hydroxyandrost-4-en-3-one,C15276,0.739130434783
"14alpha,17beta-Dihydroxyandrost-4-en-3-one",C14627,"12alpha-Fluoro-11beta,17beta-dihydroxyandrost-4-en-3-one",C15164,0.732142857143
14-Hydroxytestosterone,C14627,16alpha-Hydroxytestosterone,C14600,0.740740740741
"9alpha-Fluoro-11beta-hydroxy-6alpha-methylpregn-4-ene-3,20-dione",C14630,"9-Fluoro-11beta-hydroxy-16alpha-methylpregn-4-ene-3,20-dione",C15317,0.890625
"9alpha-Fluoro-11beta-hydroxy-6alpha-methylpregn-4-ene-3,20-dione",C14630,"9-Bromo-11beta-hydroxy-16alpha-methylpregn-4-ene-3,20-dione",C15155,0.84375
"9alpha-Fluoro-11beta-hydroxy-6alpha-methylpregn-4-ene-3,20-dione",C14630,"21-Fluoro-11beta,17-dihydroxy-6alpha-methylpregn-4-ene-3,20-dione",C15320,0.815384615385
"9alpha-Fluoro-11beta-hydroxy-6alpha-methylpregn-4-ene-3,20-dione",C14630,"11beta-Hydroxy-6alpha-methylpregn-4-ene-3,20-dione",C14643,0.765625
"9alpha-Fluoro-11beta-hydroxy-6alpha-methylpregn-4-ene-3,20-dione",C14630,"21-Acetoxy-11beta,17-dihydroxy-6alpha-methylpregn-4-ene-3,20-dione",C15275,0.742424242424
"9alpha-Fluoro-11beta-hydroxy-6alpha-methylpregn-4-ene-3,20-dione",C14630,"11beta-17-Dihydroxy-6alpha-methylpregn-4-ene-3,20-dione",C14939,0.71875
"5-Androstene-3beta,16alpha-diol",C14631,"5-Androstene-3beta,16beta-diol",C15442,0.838709677419
"3beta,16alpha-Dihydroxy-5-androstene",C14631,"3beta,7alpha-Dihydroxy-5-androstene-17-one",C18045,0.761904761905
"6alpha-Methylpregn-4-ene-3,11,20-trione",C14632,"9-Fluoro-16alpha-methylpregn-4-ene-3,11,20-trione",C15148,0.795918367347
"6alpha-Methylpregn-4-ene-3,11,20-trione",C14632,"2alpha-Methylpregn-4-ene-3,11,20-trione",C15301,0.948717948718
"6alpha-Methylpregn-4-ene-3,11,20-trione",C14632,"6alpha-Fluoropregn-4-ene-3,11,20-trione",C15327,0.846153846154
"6alpha-Methylpregn-4-ene-3,11,20-trione",C14632,"9alpha-Bromopregn-4-ene-3,11,20-trione",C14647,0.820512820513
"6alpha-Methylpregn-4-ene-3,11,20-trione",C14632,"9-Bromo-16alpha-methyl-pregn-4-ene-3,11,20-trione",C14918,0.795918367347
"6alpha-Methylpregn-4-ene-3,11,20-trione",C14632,"9-Fluoro-2alpha-methylpregn-4-ene-3,11,20-trione",C15271,0.791666666667
7-Hydroxy-2-acetamidofluorene,C14633,3-Hydroxy-2-acetamidofluorene,C14656,0.931034482759
7-Hydroxy-2-acetamidofluorene,C14633,5-Hydroxy-2-acetamidofluorene,C14678,0.931034482759
Estradiol cypionate,C14640,Estradiol dipropionate,C13077,0.727272727273
Cholesteryl oleate,C14641,Cholesteryl linoleate,C15441,0.809523809524
Cholesteryl oleate,C14641,Cholesterol sulfate,C18043,0.736842105263
"11beta-Hydroxy-6alpha-methylpregn-4-ene-3,20-dione",C14643,"11beta-17-Dihydroxy-6alpha-methylpregn-4-ene-3,20-dione",C14939,0.909090909091
"11beta-Hydroxy-6alpha-methylpregn-4-ene-3,20-dione",C14643,"11beta-Hydroxy-6alpha,11-dimethylpregn-4-ene-3,20-dione",C15115,0.890909090909
"11beta-Hydroxy-6alpha-methylpregn-4-ene-3,20-dione",C14643,"9-Bromo-11beta-hydroxy-16alpha-methylpregn-4-ene-3,20-dione",C15155,0.847457627119
"11beta-Hydroxy-6alpha-methylpregn-4-ene-3,20-dione",C14643,"9-Fluoro-11beta-hydroxy-16alpha-methylpregn-4-ene-3,20-dione",C15317,0.833333333333
"11beta-Hydroxy-6alpha-methylpregn-4-ene-3,20-dione",C14643,"21-Fluoro-11beta,17-dihydroxy-6alpha-methylpregn-4-ene-3,20-dione",C15320,0.769230769231
"11beta-Hydroxy-6alpha-methylpregn-4-ene-3,20-dione",C14643,"21-Acetoxy-11beta,17-dihydroxy-6alpha-methylpregn-4-ene-3,20-dione",C15275,0.757575757576
"11beta-Hydroxy-6alpha-methylpregn-4-ene-3,20-dione",C14643,"11beta,17,21-Trihydroxy-2alpha-methylpregn-4-ene-3,20-dione21-acetate",C15302,0.710144927536
"Estra-1,3,5(10)-triene-3,17beta-diol 17-benzenepropionate",C14645,"Estra-1,3,5(10)-triene-3,17beta-diol 17-acetate",C15228,0.754385964912
"Estra-1,3,5(10)-triene-3,17beta-diol 17-benzenepropionate",C14645,"Estra-1,3,5(10)-triene-3,17beta-diol 3-phosphate",C15424,0.736842105263
11-Dehydroprogesterone,C14646,1-Dehydroprogesterone,C14677,0.909090909091
11-Dehydroprogesterone,C14646,4-Chloroprogesterone,C14676,0.727272727273
11-Dehydroprogesterone,C14646,11alpha-Hydroxyprogesterone,C03747,0.703703703704
9alpha-Bromo-11-oxoprogesterone,C14647,6alpha-Fluoro-11-oxoprogesterone,C15327,0.84375
9alpha-Bromo-11-oxoprogesterone,C14647,2alpha-Methyl-11-oxoprogesterone,C15301,0.78125
15alpha-Hydroxytestosterone,C14649,11alpha-Hydroxytestosterone,C15306,0.925925925926
15alpha-Hydroxytestosterone,C14649,15alpha-Hydroxyprogesterone,C15364,0.777777777778
15alpha-Hydroxytestosterone,C14649,11beta-Hydroxytestosterone,C18075,0.777777777778
"15alpha,17beta-Dihydroxyandrost-4-en-3-one",C14649,19-Chloro-17beta-hydroxyandrost-4-en-3-one,C15024,0.761904761905
"15alpha,17beta-Dihydroxyandrost-4-en-3-one",C14649,2alpha-Fluoro-17beta-hydroxyandrost-4-en-3-one,C15276,0.739130434783
"15alpha,17beta-Dihydroxyandrost-4-en-3-one",C14649,"12alpha-Fluoro-11beta,17beta-dihydroxyandrost-4-en-3-one",C15164,0.732142857143
"3-Hydroxyestra-1,3,5(10),6-tetraen-17-one",C14650,"3-Hydroxyestra-1,3,5(10)-trien-16-one",C15215,0.829268292683
"3-Hydroxyestra-1,3,5(10),6-tetraen-17-one",C14650,"3-Hydroxy-1-methylestra-1,3,5(10),6-tetraen-17-one",C15308,0.8
12alpha-Hydroxyprogesterone,C14654,15alpha-Hydroxyprogesterone,C15364,0.925925925926
12alpha-Hydroxyprogesterone,C14654,"6beta,11alpha-Dihydroxyprogesterone",C15363,0.742857142857
"12alpha-Hydroxy-4-pregnene-3,20-dione",C14654,"7alpha-Methyl-4-pregnene-3,20-dione",C15299,0.756756756757
3-Hydroxy-2-acetamidofluorene,C14656,5-Hydroxy-2-acetamidofluorene,C14678,0.931034482759
Pregnenolone acetate,C14658,Pregnenolone sulfate,C18044,0.75
"3-Methoxy-19-nor-17alpha-pregna-1,3,5(10)-trien-17beta-ol",C14661,"3-Methoxy-19-nor-17alpha-pregna-1,3,5(10),20-tetraen-17-ol",C15388,0.810344827586
trans-p-Nitrostilbene,C14662,trans-4-Nitrostilbene oxide,C15268,0.703703703704
"4,17beta-Dihydroxy-17alpha-methylandrost-4-en-3-one",C14665,"7alpha,17beta-Dihydroxy-17alpha-methylandrost-4-en-3-one",C14891,0.875
"4,17beta-Dihydroxy-17alpha-methylandrost-4-en-3-one",C14665,17beta-Hydroxy-6alpha-methylandrost-4-en-3-one,C15184,0.862745098039
"4,17beta-Dihydroxy-17alpha-methylandrost-4-en-3-one",C14665,"11beta,17beta-Dihydroxy-12alpha-methylandrost-4-en-3-one",C15434,0.857142857143
"4,17beta-Dihydroxy-17alpha-methylandrost-4-en-3-one",C14665,17beta-Hydroxy-6beta-methylandrost-4-en-3-one,C14890,0.78431372549
"4,17beta-Dihydroxy-17alpha-methylandrost-4-en-3-one",C14665,17beta-Hydroxy-7alpha-methylandrost-4-en-3-one propionate,C15374,0.701754385965
4-Hydroxy-17alpha-methyltestosterone,C14665,4-Chloro-17alpha-methyltestosterone,C15358,0.861111111111
4-Hydroxy-17alpha-methyltestosterone,C14665,1-Dehydro-7alpha-methyltestosterone,C15307,0.833333333333
4-Hydroxy-17alpha-methyltestosterone,C14665,11beta-Hydroxy-17alpha-methyltestosterone,C14683,0.829268292683
4-Hydroxy-17alpha-methyltestosterone,C14665,"1-Dehydro-7alpha,17-dimethyltestosterone",C15402,0.725
17beta-Hydroxyandrost-4-en-3-one 3-phenylpropionate,C14667,"17beta-Hydroxyandrost-4-ene-3,11-dione propionate",C15009,0.745098039216
Prednisone 21-acetate,C14668,Prednisolone 21-acetate,C08180,0.869565217391
"12alpha-Bromo-11beta-hydroxypregn-4-ene-3,20-dione",C14669,"6alpha,9-Difluoro-11beta-hydroxypregn-4-ene-3,20-dione",C15381,0.814814814815
"12alpha-Bromo-11beta-hydroxypregn-4-ene-3,20-dione",C14669,"21-Fluoro-11beta-hydroxypregn-4-ene-3,20-dione",C15098,0.8
"12alpha-Bromo-11beta-hydroxypregn-4-ene-3,20-dione",C14669,"6alpha-Fluoro-11beta,17-dihydroxypregn-4-ene-3,20-dione",C15172,0.8
"12alpha-Bromo-11beta-hydroxypregn-4-ene-3,20-dione",C14669,"17,21-Epoxy-9-fluoro-11beta-hydroxypregn-4-ene-3,20-dione",C15309,0.754385964912
"12alpha-Bromo-11beta-hydroxypregn-4-ene-3,20-dione",C14669,"16alpha,21-Dihydroxypregn-4-ene-3,20-dione",C15365,0.72
"12alpha-Bromo-11beta-hydroxypregn-4-ene-3,20-dione",C14669,"11alpha,15alpha-Dihydroxypregn-4-ene-3,20-dione",C15002,0.7
"12alpha-Bromo-11beta-hydroxypregn-4-ene-3,20-dione",C14669,"15alpha-Hydroxypregn-4-ene-3,20-dione",C15364,0.7
11beta-Hydroxy-12alpha-bromoprogesterone,C14669,11beta-Hydroxy-12alpha-methyltestosterone,C15434,0.707317073171
p-Chlorobenzhydrol,C14672,2-Chlorobenzhydrol,C15393,0.888888888889
Corticosterone 21-acetate,C14675,Deoxycorticosterone acetate,C14554,0.703703703704
4-Chloroprogesterone,C14676,1-Dehydroprogesterone,C14677,0.761904761905
4-Chloroprogesterone,C14676,A-Norprogesterone,C15263,0.75
"4-Chloropregn-4-ene-3,20-dione",C14676,"4,4-Difluoropregn-5-ene-3,20-dione",C15152,0.794117647059
p-Methoxystilbene,C14679,"2,5-Dimethoxystilbene",C15131,0.761904761905
"5beta-Pregnane-3alpha,17alpha,20alpha-triol",C14680,"5beta-Pregnane-3alpha,17alpha,20alpha-triol-11-one",C15368,0.86
"16-alpha,17-Epoxypregn-4-ene-3,20-dione",C14681,"6beta,19-Epoxypregn-4-ene-3,20-dione",C15130,0.794871794872
"16-alpha,17-Epoxypregn-4-ene-3,20-dione",C14681,"15alpha-Hydroxypregn-4-ene-3,20-dione",C15364,0.794871794872
"16-alpha,17-Epoxypregn-4-ene-3,20-dione",C14681,"16alpha,21-Dihydroxypregn-4-ene-3,20-dione",C15365,0.785714285714
"16-alpha,17-Epoxypregn-4-ene-3,20-dione",C14681,"6alpha-Methylpregn-4-ene-3,20-dione",C14586,0.74358974359
"16-alpha,17-Epoxypregn-4-ene-3,20-dione",C14681,"6alpha-Fluoropregn-4-ene-3,20-dione",C15127,0.74358974359
"16-alpha,17-Epoxypregn-4-ene-3,20-dione",C14681,"2alpha-Methylpregn-4-ene-3,20-dione",C15116,0.717948717949
"16-alpha,17-Epoxypregn-4-ene-3,20-dione",C14681,"11beta,12beta-Epoxypregn-4-ene-3,20-dione",C15187,0.707317073171
"11beta,17beta-Dihydroxy-17-methylandrost-4-en-3-one",C14683,"9-Chloro-11beta,17beta-dihydroxy-17-methylandrost-4-en-3-one",C15400,0.85
"11beta,17beta-Dihydroxy-17-methylandrost-4-en-3-one",C14683,"11beta,17beta-Dihydroxy-12alpha-methylandrost-4-en-3-one",C15434,0.875
"11beta,17beta-Dihydroxy-17-methylandrost-4-en-3-one",C14683,"11beta,17beta-Dihydroxy-17alpha-methylandrosta-1,4-dien-3-one",C15287,0.819672131148
"11beta,17beta-Dihydroxy-17-methylandrost-4-en-3-one",C14683,"11beta,17beta-Dihydroxy-17-methyl-5alpha-androstan-3-one",C15349,0.767857142857
"11beta,17beta-Dihydroxy-17-methylandrost-4-en-3-one",C14683,"9beta,11beta-Epoxy-17beta-hydroxy-17-methylandrost-4-en-3-one",C15192,0.754098360656
"11beta,17beta-Dihydroxy-17-methylandrost-4-en-3-one",C14683,"9-Fluoro-11beta,17beta-dihydroxy-16alpha-methylandrosta-1,4-dien-3-one",C15092,0.714285714286
11beta-Hydroxy-17alpha-methyltestosterone,C14683,7alpha-Hydroxy-17alpha-methyltestosterone,C14891,0.853658536585
11beta-Hydroxy-17alpha-methyltestosterone,C14683,1-Dehydro-7alpha-methyltestosterone,C15307,0.80487804878
11beta-Hydroxy-17alpha-methyltestosterone,C14683,4-Chloro-17alpha-methyltestosterone,C15358,0.731707317073
"17beta-Hydroxy-17-methylandrosta-4,9(11)-dien-3-one",C14684,"17beta-Hydroxyandrosta-4,9(11)-dien-3-one",C15293,0.78431372549
"1,5-Dichloro-3-oxapentane",C14688,"1,5-Dihydroxy-3-oxapentane",C14689,0.769230769231
Triethylamine,C14691,Trimethylamine,C00565,0.857142857143
Triethylamine,C14691,Methylamine,C00218,0.769230769231
Triethylamine,C14691,Dimethylamine,C00543,0.769230769231
Triethylamine,C14691,Triethanolamine,C06771,0.733333333333
Triethylamine,C14691,Phenethylamine,C05332,0.714285714286
Chlorodibromomethane,C14692,Tribromomethane,C14707,0.7
n-Nonyl alcohol,C14696,3-Anisyl alcohol,C03352,0.75
n-Nonyl alcohol,C14696,Benzyl alcohol,C00556,0.733333333333
n-Nonyl alcohol,C14696,Sinapyl alcohol,C02325,0.733333333333
n-Nonyl alcohol,C14696,Fenchyl alcohol,C02344,0.733333333333
4-Isopentylphenol,C14697,4-n-Heptylphenol,C14698,0.705882352941
4-n-Heptylphenol,C14698,4-Phenylphenol,C14224,0.75
4-n-Heptylphenol,C14698,4-Phenethylphenol,C14340,0.705882352941
p-Heptylphenol,C14698,Acetylphenol,C00548,0.714285714286
p-Heptylphenol,C14698,4-Methylphenol,C01468,0.714285714286
p-Heptylphenol,C14698,o-Methylphenol,C01542,0.714285714286
p-Heptylphenol,C14698,2-Phenylphenol,C02499,0.714285714286
Ethoxyflurane,C14700,Methoxyflurane,C07517,0.928571428571
N-Nitrosodimethylamine,C14704,N-Nitrosodiphenylamine,C14742,0.727272727273
Diethyl sulfate,C14706,Methyl sulfate,C02704,0.866666666667
Diethyl sulfate,C14706,Steryl sulfate,C02195,0.733333333333
DES,C14706,DES,C07620,1.0
Nickel chloride,C14711,Vinyl chloride,C06793,0.733333333333
"2,4-Dinitroaniline",C14713,"2,4-Dichloroaniline",C14419,0.736842105263
2-Ethylhexyl-4-hydroxybenzoate,C14716,4-Hydroxyphenyl-4-hydroxybenzoate,C18216,0.727272727273
Heptyl p-hydroxybenzoate,C14718,Geranyl-hydroxybenzoate,C18131,0.75
Methallenestrilphenol,C14719,(+)-Methallenestrilphenol,C14888,0.84
Methallenestrilphenol,C14719,(-)-Methallenestrilphenol,C15153,0.84
Demethyl-desacetyl-rifamycin S,C14724,Demethyl-desacetyl-rifamycin SV,C14725,0.903225806452
"2,2',3,3',4',5,5'-Heptachloro-4-biphenylol",C14726,"2,2',3',4',6'-Pentachloro-4-biphenylol",C14374,0.833333333333
"2,2',3,3',4',5,5'-Heptachloro-4-biphenylol",C14726,"2',3,3',4',5-Pentachloro-4-biphenylol",C14729,0.833333333333
"2,2',3,3',4',5,5'-Heptachloro-4-biphenylol",C14726,"2,2',3',5',6'-Pentachloro-4-biphenylol",C14375,0.809523809524
"2,2',3,3',4',5,5'-Heptachloro-4-biphenylol",C14726,"2',3,3',5',6'-Pentachloro-4-biphenylol",C14379,0.809523809524
"2,2',3,3',4',5-Hexachloro-4-biphenylol",C14728,"2',3,3',4',5-Pentachloro-4-biphenylol",C14729,0.868421052632
"2,2',3,3',4',5-Hexachloro-4-biphenylol",C14728,"2,2',3,4',5,5'-Hexachloro-4-biphenylol",C14730,0.868421052632
"2,2',3,3',4',5-Hexachloro-4-biphenylol",C14728,"2,2',3,3',4',5,5'-Heptachloro-4-biphenylol",C14726,0.857142857143
"2,2',3,3',4',5-Hexachloro-4-biphenylol",C14728,"2,2',3',4',5'-Pentachloro-4-biphenylol",C14373,0.842105263158
"2,2',3,3',4',5-Hexachloro-4-biphenylol",C14728,"2,2',3',4',6'-Pentachloro-4-biphenylol",C14374,0.815789473684
"2',3,3',4',5-Pentachloro-4-biphenylol",C14729,"2,2',3',4',6'-Pentachloro-4-biphenylol",C14374,0.842105263158
"2',3,3',4',5-Pentachloro-4-biphenylol",C14729,"2,2',3',5',6'-Pentachloro-4-biphenylol",C14375,0.815789473684
"2,2',3,4',5,5'-Hexachloro-4-biphenylol",C14730,"2,2',3,4',5,5',6-Heptachloro-4-biphenylol",C14382,0.878048780488
"2,2',3,4',5,5'-Hexachloro-4-biphenylol",C14730,"2,2',3,3',4',5,5'-Heptachloro-4-biphenylol",C14726,0.857142857143
"2,2',3,4',5,5'-Hexachloro-4-biphenylol",C14730,"2,2',3',4',5'-Pentachloro-4-biphenylol",C14373,0.842105263158
"2,2',3,4',5,5'-Hexachloro-4-biphenylol",C14730,"2,2',3',4',6'-Pentachloro-4-biphenylol",C14374,0.815789473684
"2,2',3,4',5,5'-Hexachloro-4-biphenylol",C14730,"2,2',3',5',6'-Pentachloro-4-biphenylol",C14375,0.815789473684
"2',3',4',5'-Tetrachloro-3-biphenylol",C14733,"2,2',3',4,4',5,5'-Heptachloro-3-biphenylol",C15213,0.785714285714
"2',5'-Dichloro-3-hydroxybiphenyl",C14734,"2',5'-Dichloro-2-hydroxybiphenyl",C14736,0.9375
"2',5'-Dichloro-3-hydroxybiphenyl",C14734,"2,2',5-Trichloro-4-hydroxybiphenyl",C15212,0.823529411765
"2',5'-Dichloro-3-hydroxybiphenyl",C14734,2-Chloro-4-hydroxybiphenyl,C14755,0.75
"2',5'-Dichloro-3-biphenylol",C14734,"2',5'-Dichloro-(1,1'-biphenyl)-4-ol",C14193,0.714285714286
"2',5'-Dichloro-2-biphenylol",C14736,"2',5'-Dichloro-(1,1'-biphenyl)-4-ol",C14193,0.714285714286
"2',5'-Dichloro-2-hydroxybiphenyl",C14736,"2,2',5-Trichloro-4-hydroxybiphenyl",C15212,0.823529411765
"2',5'-Dichloro-2-hydroxybiphenyl",C14736,2-Chloro-4-hydroxybiphenyl,C14755,0.75
"2',5'-Dichloro-2-hydroxybiphenyl",C14736,"2',3',4',5'-Tetrachloro-3-hydroxybiphenyl",C14733,0.707317073171
"3,4',5-Trichloro-4-biphenylol",C14737,"2',3,4',6'-Tetrachloro-4-biphenylol",C14380,0.771428571429
"3,4',5-Trichloro-4-biphenylol",C14737,"2,2',4',6'-Tetrachloro-4-biphenylol",C14376,0.742857142857
